"Duration (sec)"
446.143
72.587
420.647
435.983
449.136
357.304
293.917
419.400
84.130
408.287
321.267
333.674
448.096
428.168
430.035
448.461
339.167
315.689
410.869
37.524
417.148
300.255
352.504
449.049
434.448
422.865
19.783
446.786
318.360
334.912
401.131
146.275
424.841
276.289
368.972
448.999
439.551
414.397
133.030
444.110
294.299
351.987
390.109
200.632
431.421
248.531
383.394
447.935
443.532
404.533
185.177
440.425
266.071
367.203
377.694
240.827
436.928
215.540
396.006
445.840
446.431
393.167
223.960
435.716
232.135
380.770
363.752
273.207
441.392
174.415
407.005
442.687
448.280
380.140
255.533
429.959
189.408
392.850
348.117
300.335
444.837
116.879
416.524
438.441
449.102
365.253
282.293
423.121
129.411
403.560
330.570
323.560
447.274
424.677
433.063
448.913
348.253
305.499
415.158
413.006
310.782
343.684
448.712
431.550
426.494
447.723
328.800
325.897
406.013
108.801
421.258
288.339
361.248
449.149
437.216
418.665
96.997
445.534
306.402
343.969
395.624
176.754
428.371
262.555
376.633
448.578
441.737
409.488
162.323
442.340
280.334
360.056
383.899
222.540
434.393
232.341
390.101
446.984
445.157
398.866
206.317
438.130
249.417
374.400
370.719
258.266
439.358
195.694
401.859
444.347
447.512
386.668
240.958
432.885
211.504
387.179
355.929
287.727
443.295
147.938
412.081
440.635
448.830
372.706
269.849
426.577
161.708
398.537
339.342
312.712
446.219
68.990
420.886
435.812
449.130

