"Time (EpSec)","Range (km)"
135971.000,1133.902645
135981.000,1085.380838
135991.000,1039.415143
136001.000,996.364484
136011.000,956.627214
136021.000,920.636776
136031.000,888.852248
136041.000,861.742438
136051.000,839.762923
136061.000,823.326763
136071.000,812.771751
136081.000,808.329043
136091.000,810.099252
136101.000,818.041407
136111.000,831.977468
136121.000,851.611299
136131.000,876.557602
136141.000,906.374791
136151.000,940.596225
136161.000,978.756079
136171.000,1020.408256
136181.000,1065.138441
136191.000,1112.570465
136201.000,1162.368366
136211.000,1214.235610
136221.000,1267.912578
136231.000,1323.173174
136241.000,1379.821114
136246.800,1413.243578
180094.300,1410.170117
180104.000,1381.966766
180114.000,1355.834139
180124.000,1332.868092
180134.000,1313.238226
180144.000,1297.099103
180154.000,1284.584996
180164.000,1275.804874
180174.000,1270.838009
180184.000,1269.730591
180194.000,1272.493750
180204.000,1279.102986
180214.000,1289.499334
180224.000,1303.591945
180234.000,1321.261899
180244.000,1342.366892
180254.000,1366.746382
180264.000,1394.226825
180267.392,1404.220581
220798.303,1404.031267
220808.000,1355.891083
220818.000,1308.157401
220828.000,1262.590098
220838.000,1219.437497
220848.000,1178.969928
220858.000,1141.477824
220868.000,1107.267941
220878.000,1076.657266
220888.000,1049.964277
220898.000,1027.497501
220908.000,1009.541820
220918.000,996.343273
220928.000,988.094084
220938.000,984.919625
220948.000,986.869299
220958.000,993.912807
220968.000,1005.942441
220978.000,1022.781055
220988.000,1044.194255
220998.000,1069.905160
221008.000,1099.609646
221018.000,1132.990528
221028.000,1169.729602
221038.000,1209.517036
221048.000,1252.058082
221058.000,1297.077366
221068.000,1344.321217
221078.000,1393.558442
221081.911,1413.309476
270885.365,1413.192722
270895.000,1367.958222
270905.000,1323.093381
270915.000,1280.577711
270925.000,1240.657632
270935.000,1203.596006
270945.000,1169.668800
270955.000,1139.159939
270965.000,1112.354149
270975.000,1089.527759
270985.000,1070.937762
270995.000,1056.809722
271005.000,1047.325707
271015.000,1042.613391
271025.000,1042.737861
271035.000,1047.697243
271045.000,1057.422826
271055.000,1071.783677
271065.000,1090.594972
271075.000,1113.629040
271085.000,1140.627462
271095.000,1171.313103
271105.000,1205.400982
271115.000,1242.607363
271125.000,1282.656803
271135.000,1325.287193
271145.000,1370.253009
271152.316,1404.497243
305757.915,1408.488049
305767.000,1395.909638
305777.000,1385.405626
305787.000,1378.481935
305797.000,1375.193774
305807.000,1375.567931
305817.000,1379.601728
305827.000,1387.263134
305837.000,1398.492013
305845.820,1411.289341
311723.045,1405.215130
311733.000,1387.100784
311743.000,1372.230889
311753.000,1360.805350
311763.000,1352.911795
311773.000,1348.612204
311783.000,1347.940529
311793.000,1350.901346
311803.000,1357.469656
311813.000,1367.591884
311823.000,1381.187878
311833.000,1398.153972
311838.652,1409.187732
355713.759,1413.322933
355723.000,1360.416949
355733.000,1304.411127
355743.000,1249.878875
355753.000,1197.028317
355763.000,1146.098653
355773.000,1097.363683
355783.000,1051.134778
355793.000,1007.762652
355803.000,967.636964
355813.000,931.182534
355823.000,898.850765
355833.000,871.104942
355843.000,848.398681
355853.000,831.148076
355863.000,819.699967
355873.000,814.300764
355883.000,815.071641
355893.000,821.995509
355903.000,834.918887
355913.000,853.568258
355923.000,877.576980
355933.000,906.517096
355943.000,939.930459
355953.000,977.355166
355963.000,1018.345423
355973.000,1062.484608
355983.000,1109.392581
355993.000,1158.728480
356003.000,1210.190489
356013.000,1263.513702
356023.000,1318.466961
356033.000,1374.849276
356037.830,1402.540152
396479.162,1402.363116
396489.000,1352.148597
396499.000,1302.893832
396509.000,1255.653494
396519.000,1210.668316
396529.000,1168.203459
396539.000,1128.547745
396549.000,1092.011173
396559.000,1058.920181
396569.000,1029.610126
396579.000,1004.414676
396589.000,983.652175
396599.000,967.609582
396609.000,956.525434
396619.000,950.573639
396629.000,949.850541
396639.000,954.367306
396649.000,964.049016
396659.000,978.740559
396669.000,998.218426
396679.000,1022.206222
396689.000,1050.391738
396699.000,1082.443428
396709.000,1118.024775
396719.000,1156.805730
396729.000,1198.471038
396739.000,1242.725627
396749.000,1289.297687
396759.000,1337.939801
396769.000,1388.428791
396773.626,1412.352705
440578.497,1412.403749
440588.000,1363.140648
440598.000,1312.962526
440608.000,1264.696377
440618.000,1218.575666
440628.000,1174.859105
440638.000,1133.830571
440648.000,1095.797495
440658.000,1061.087148
440668.000,1030.040233
440678.000,1003.001324
440688.000,980.305972
440698.000,962.264945
440708.000,949.146495
440718.000,941.158754
440728.000,938.434427
440738.000,941.020322
440748.000,948.873517
440758.000,961.864946
440768.000,979.789588
440778.000,1002.381654
440788.000,1029.332180
440798.000,1060.306717
440808.000,1094.961230
440818.000,1132.955094
440828.000,1173.960767
440838.000,1217.670338
440848.000,1263.799291
440858.000,1312.088214
440868.000,1362.302926
440875.733,1402.322548
481315.237,1402.498068
481325.000,1346.751001
481335.000,1290.967342
481345.000,1236.700320
481355.000,1184.164663
481365.000,1133.607094
481375.000,1085.309824
481385.000,1039.593381
481395.000,996.818040
481405.000,957.382857
481415.000,921.720979
481425.000,890.289811
481435.000,863.554755
481445.000,841.966030
481455.000,825.929398
481465.000,815.773813
481475.000,811.720809
481485.000,813.861640
481495.000,822.147316
481505.000,836.393973
481515.000,856.302245
481525.000,881.486142
481535.000,911.505485
481545.000,945.896520
481555.000,984.197151
481565.000,1025.965319
481575.000,1070.790678
481585.000,1118.300715
481595.000,1168.162701
481605.000,1220.082867
481615.000,1273.803912
481625.000,1329.101649
481635.000,1385.781348
481639.780,1413.310413
525507.448,1409.440629
525517.000,1388.825834
525527.000,1370.403415
525537.000,1355.345410
525547.000,1343.767506
525557.000,1335.762390
525567.000,1331.396305
525577.000,1330.706463
525587.000,1333.699553
525597.000,1340.351465
525607.000,1350.608345
525617.000,1364.388657
525627.000,1381.586363
525637.000,1402.074730
525638.291,1404.951544
531518.754,1410.970900
531528.000,1401.510255
531538.000,1394.687716
531548.000,1391.459354
531558.000,1391.850189
531568.000,1395.856790
531578.000,1403.447391
531583.308,1408.913623
566198.813,1404.386335
566208.000,1360.895821
566218.000,1315.575212
566228.000,1272.583455
566238.000,1232.169509
566248.000,1194.599891
566258.000,1160.155477
566268.000,1129.126451
566278.000,1101.805137
566288.000,1078.476644
566298.000,1059.407577
566308.000,1044.833512
566318.000,1034.946133
566328.000,1029.881679
566338.000,1029.712008
566348.000,1034.439671
566358.000,1043.997739
566368.000,1058.254395
566378.000,1077.021651
566388.000,1100.066740
566398.000,1127.124922
566408.000,1157.912091
566418.000,1192.136178
566428.000,1229.506651
566438.000,1269.741838
566448.000,1312.574131
566458.000,1357.753294
566468.000,1405.048233
566469.684,1413.207047
616272.873,1413.289916
616282.000,1368.170887
616292.000,1320.595540
616302.000,1275.178248
616312.000,1232.162958
616322.000,1191.814773
616332.000,1154.418051
616342.000,1120.272717
616352.000,1089.688371
616362.000,1062.975913
616372.000,1040.436628
616382.000,1022.349062
616392.000,1008.954656
616402.000,1000.443367
616412.000,996.941142
616422.000,998.500995
616432.000,1005.099099
616442.000,1016.636560
616452.000,1032.946506
616462.000,1053.805518
616472.000,1078.947451
616482.000,1108.078018
616492.000,1140.888528
616502.000,1177.067701
616512.000,1216.311036
616522.000,1258.327631
616532.000,1302.844674
616542.000,1349.609932
616552.000,1398.392848
616553.151,1404.128359
657091.447,1404.408491
657101.000,1378.903139
657111.000,1355.235049
657121.000,1334.831295
657131.000,1317.844913
657141.000,1304.410423
657151.000,1294.638997
657161.000,1288.614145
657171.000,1286.388269
657181.000,1287.980418
657191.000,1293.375386
657201.000,1302.524450
657211.000,1315.347399
657221.000,1331.735850
657231.000,1351.557482
657241.000,1374.660817
657251.000,1400.880197
657254.231,1409.990096
701106.572,1413.260778
701116.000,1359.137281
701126.000,1302.972717
701136.000,1248.264851
701146.000,1195.220512
701156.000,1144.077710
701166.000,1095.109281
701176.000,1048.626029
701186.000,1004.978717
701196.000,964.557937
701206.000,927.790643
701216.000,895.131860
701226.000,867.050193
701236.000,844.006312
701246.000,826.424818
701256.000,814.661877
701266.000,808.973105
701276.000,809.487638
701286.000,816.194115
701296.000,828.941949
701306.000,847.457591
701316.000,871.371857
701326.000,900.252471
701336.000,933.635990
701346.000,971.054967
701356.000,1012.058317
701366.000,1056.224719
701376.000,1103.170041
701386.000,1152.550168
701396.000,1204.060713
701406.000,1257.434787
701416.000,1312.439746
701426.000,1368.873505
701431.838,1402.410999
741867.251,1402.280660
741877.000,1350.768537
741887.000,1299.570044
741897.000,1250.242171
741907.000,1203.020262
741917.000,1158.166883
741927.000,1115.972295
741937.000,1076.753401
741947.000,1040.850530
741957.000,1008.621341
741967.000,980.431208
741977.000,956.639789
741987.000,937.583959
741997.000,923.558311
742007.000,914.795057
742017.000,911.446209
742027.000,913.570916
742037.000,921.130321
742047.000,933.990883
742057.000,951.935661
742067.000,974.681240
742077.000,1001.897589
742087.000,1033.227915
742097.000,1068.306373
742107.000,1106.772322
742117.000,1148.280754
742127.000,1192.509065
742137.000,1239.160879
742147.000,1287.967466
742157.000,1338.687554
742167.000,1391.106063
742171.004,1412.527088
785976.526,1412.188907
785986.000,1364.989648
785996.000,1316.974703
786006.000,1271.025027
786016.000,1227.378599
786026.000,1186.295425
786036.000,1148.056185
786046.000,1112.959209
786056.000,1081.315311
786066.000,1053.440118
786076.000,1029.643740
786086.000,1010.217952
786096.000,995.421700
786106.000,985.466005
786116.000,980.500262
786126.000,980.601653
786136.000,985.769422
786146.000,995.924952
786156.000,1010.917622
786166.000,1030.535525
786176.000,1054.519211
786186.000,1082.576748
786196.000,1114.398221
786206.000,1149.668469
786216.000,1188.077345
786226.000,1229.327311
786236.000,1273.138543
786246.000,1319.251907
786256.000,1367.430269
786263.040,1402.471023
826709.822,1402.649360
826719.000,1350.549459
826729.000,1295.084571
826739.000,1241.162310
826749.000,1188.998784
826759.000,1138.841682
826769.000,1090.973520
826779.000,1045.714137
826789.000,1003.421733
826799.000,964.491447
826809.000,929.350224
826819.000,898.446640
826829.000,872.234563
826839.000,851.150305
826849.000,835.584254
826859.000,825.849973
826869.000,822.155433
826879.000,824.581933
826889.000,833.075427
826899.000,847.452308
826909.000,867.418248
826919.000,892.595863
826929.000,922.555611
826939.000,956.844980
826949.000,995.012604
826959.000,1036.625955
826969.000,1081.282698
826979.000,1128.616747
826989.000,1178.300345
826999.000,1230.043429
827009.000,1283.591369
827019.000,1338.721823
827029.000,1395.241270
827032.160,1413.360334
870936.423,1408.178693
870946.000,1399.986043
870956.000,1394.814145
870966.000,1393.137203
870976.000,1394.968920
870986.000,1400.296238
870993.150,1406.227807
876881.276,1411.812794
876891.000,1390.593424
876901.000,1372.055424
876911.000,1356.983163
876921.000,1345.494514
876931.000,1337.682793
876941.000,1333.613173
876951.000,1333.320053
876961.000,1336.805621
876971.000,1344.039780
876981.000,1354.961330
876991.000,1369.480534
877001.000,1387.482536
877010.501,1407.689803
911600.554,1404.781677
911610.000,1362.708014
911620.000,1320.401302
911630.000,1280.618566
911640.000,1243.606875
911650.000,1209.625102
911660.000,1178.939407
911670.000,1151.816985
911680.000,1128.518086
911690.000,1109.286514
911700.000,1094.339085
911710.000,1083.854962
911720.000,1077.965730
911730.000,1076.747618
911740.000,1080.216737
911750.000,1088.328047
911760.000,1100.978224
911770.000,1118.011971
911780.000,1139.230998
911790.000,1164.404363
911800.000,1193.279259
911810.000,1225.591125
911820.000,1261.072468
911830.000,1299.460022
911840.000,1340.500163
911850.000,1383.952672
911856.439,1413.105311
961661.300,1413.351396
961671.000,1363.460521
961681.000,1313.792075
961691.000,1266.132288
961701.000,1220.722062
961711.000,1177.826952
961721.000,1137.736503
961731.000,1100.761891
961741.000,1067.231324
961751.000,1037.482674
961761.000,1011.852995
961771.000,990.664972
961781.000,974.210840
961791.000,962.735207
961801.000,956.418563
961811.000,955.363921
961821.000,959.588716
961831.000,969.023409
961841.000,983.516991
961851.000,1002.848548
961861.000,1026.742722
961871.000,1054.886915
961881.000,1086.947996
961891.000,1122.586965
961901.000,1161.470691
961911.000,1203.280510
961921.000,1247.717820
961931.000,1294.507342
961941.000,1343.398339
961951.000,1394.164542
961952.859,1403.791600
1002466.719,1403.843851
1002476.000,1373.374932
1002486.000,1343.302747
1002496.000,1316.285052
1002506.000,1292.515614
1002516.000,1272.178335
1002526.000,1255.441429
1002536.000,1242.451391
1002546.000,1233.327171
1002556.000,1228.155059
1002566.000,1226.984677
1002576.000,1229.826694
1002586.000,1236.652244
1002596.000,1247.394308
1002606.000,1261.950839
1002616.000,1280.189291
1002626.000,1301.952134
1002636.000,1327.062828
1002646.000,1355.331828
1002656.000,1386.562144
1002663.141,1410.564087
1046499.984,1413.182173
1046509.000,1361.488428
1046519.000,1305.367083
1046529.000,1250.698566
1046539.000,1197.688655
1046549.000,1146.574065
1046559.000,1097.626048
1046569.000,1051.153509
1046579.000,1007.504971
1046589.000,967.068479
1046599.000,930.268197
1046609.000,897.556273
1046619.000,869.398606
1046629.000,846.253680
1046639.000,828.544842
1046649.000,816.628337
1046659.000,810.761460
1046669.000,811.076657
1046679.000,817.567244
1046689.000,830.088161
1046699.000,848.371577
1046709.000,872.053632
1046719.000,900.706530
1046729.000,933.870253
1046739.000,971.079696
1046749.000,1011.885154
1046759.000,1055.865914
1046769.000,1102.637867
1046779.000,1151.856528
1046789.000,1203.216890
1046799.000,1256.451308
1046809.000,1311.326321
1046819.000,1367.639028
1046825.047,1402.312274
1087256.354,1402.223068
1087266.000,1349.842245
1087276.000,1297.058121
1087286.000,1246.022165
1087296.000,1196.963493
1087306.000,1150.140381
1087316.000,1105.841774
1087326.000,1064.387528
1087336.000,1026.126670
1087346.000,991.432811
1087356.000,960.695854
1087366.000,934.309289
1087376.000,912.652857
1087386.000,896.071347
1087396.000,884.851267
1087406.000,879.198436
1087416.000,879.220148
1087426.000,884.915269
1087436.000,896.174295
1087446.000,912.789454
1087456.000,934.472627
1087466.000,960.877809
1087476.000,991.624420
1087486.000,1026.318491
1087496.000,1064.569923
1087506.000,1106.005088
1087516.000,1150.275110
1087526.000,1197.060363
1087536.000,1246.072181
1087546.000,1297.052584
1087556.000,1349.772747
1087566.000,1404.030752
1087567.575,1412.703145
1131375.562,1411.932625
1131385.000,1367.194865
1131395.000,1321.755210
1131405.000,1278.552718
1131415.000,1237.827361
1131425.000,1199.836839
1131435.000,1164.853896
1131445.000,1133.161909
1131455.000,1105.048483
1131465.000,1080.796926
1131475.000,1060.675731
1131485.000,1044.926661
1131495.000,1033.752161
1131505.000,1027.303616
1131515.000,1025.671730
1131525.000,1028.880448
1131535.000,1036.885317
1131545.000,1049.576554
1131555.000,1066.786382
1131565.000,1088.299397
1131575.000,1113.864774
1131585.000,1143.208720
1131595.000,1176.046054
1131605.000,1212.090134
1131615.000,1251.060714
1131625.000,1292.689716
1131635.000,1336.725059
1131645.000,1382.932905
1131649.139,1402.642265
1172105.215,1402.830940
1172115.000,1347.946997
1172125.000,1293.265884
1172135.000,1240.201832
1172145.000,1188.977527
1172155.000,1139.846958
1172165.000,1093.098153
1172175.000,1049.054951
1172185.000,1008.077080
1172195.000,970.557540
1172205.000,936.916122
1172215.000,907.587912
1172225.000,883.006016
1172235.000,863.578465
1172245.000,849.660905
1172255.000,841.528122
1172265.000,839.348977
1172275.000,843.169650
1172285.000,852.908888
1172295.000,868.366292
1172305.000,889.241845
1172315.000,915.162407
1172325.000,945.710289
1172335.000,980.449643
1172345.000,1018.948013
1172355.000,1060.791994
1172365.000,1105.597228
1172375.000,1153.013697
1172385.000,1202.727488
1172395.000,1254.460155
1172405.000,1307.966610
1172415.000,1363.032235
1172423.934,1413.392955
1222256.297,1412.284963
1222266.000,1384.158634
1222276.000,1358.215532
1222286.000,1335.544594
1222296.000,1316.317220
1222306.000,1300.688044
1222316.000,1288.789465
1222326.000,1280.726519
1222336.000,1276.572498
1222346.000,1276.365749
1222356.000,1280.107879
1222366.000,1287.763759
1222376.000,1299.263058
1222386.000,1314.503344
1222396.000,1333.354374
1222406.000,1355.663173
1222416.000,1381.259486
1222424.970,1406.867943
1257003.725,1405.245022
1257013.000,1366.940840
1257023.000,1328.049537
1257033.000,1291.878184
1257043.000,1258.665719
1257053.000,1228.656182
1257063.000,1202.093162
1257073.000,1179.212869
1257083.000,1160.236041
1257093.000,1145.359104
1257103.000,1134.745217
1257113.000,1128.516114
1257123.000,1126.745422
1257133.000,1129.454519
1257143.000,1136.611280
1257153.000,1148.131953
1257163.000,1163.885891
1257173.000,1183.702549
1257183.000,1207.379954
1257193.000,1234.693627
1257203.000,1265.405353
1257213.000,1299.271055
1257223.000,1336.047445
1257233.000,1375.497296
1257241.971,1412.975173
1307050.541,1413.389667
1307060.000,1363.095909
1307070.000,1311.534687
1307080.000,1261.832516
1307090.000,1214.223617
1307100.000,1168.969440
1307110.000,1126.359210
1307120.000,1086.709042
1307130.000,1050.358903
1307140.000,1017.666770
1307150.000,988.999313
1307160.000,964.718759
1307170.000,945.166075
1307180.000,930.641585
1307190.000,921.384791
1307200.000,917.556211
1307210.000,919.224129
1307220.000,926.358710
1307230.000,938.834555
1307240.000,956.441350
1307250.000,978.900394
1307260.000,1005.884330
1307270.000,1037.037140
1307280.000,1071.992140
1307290.000,1110.386629
1307300.000,1151.872656
1307310.000,1196.124229
1307320.000,1242.841324
1307330.000,1291.751554
1307340.000,1342.610111
1307350.000,1395.198594
1307351.546,1403.468716
1347845.739,1403.407989
1347855.000,1368.535325
1347865.000,1333.414404
1347875.000,1301.135565
1347885.000,1271.918074
1347895.000,1245.979801
1347905.000,1223.531407
1347915.000,1204.769662
1347925.000,1189.870204
1347935.000,1178.980256
1347945.000,1172.211908
1347955.000,1169.636542
1347965.000,1171.281228
1347975.000,1177.127209
1347985.000,1187.110907
1347995.000,1201.127198
1348005.000,1219.034627
1348015.000,1240.661951
1348025.000,1265.815394
1348035.000,1294.285878
1348045.000,1325.855940
1348055.000,1360.305685
1348065.000,1397.417766
1348068.506,1411.021242
1391894.006,1413.086524
1391904.000,1356.202999
1391914.000,1300.602860
1391924.000,1246.503200
1391934.000,1194.114770
1391944.000,1143.679365
1391954.000,1095.473170
1391964.000,1049.809473
1391974.000,1007.040061
1391984.000,967.554359
1391994.000,931.775067
1392004.000,900.148978
1392014.000,873.131732
1392024.000,851.166002
1392034.000,834.653787
1392044.000,823.925479
1392054.000,819.210124
1392064.000,820.612479
1392074.000,828.101875
1392084.000,841.515553
1392094.000,860.575633
1392104.000,884.915831
1392114.000,914.112394
1392124.000,947.714010
1392134.000,985.267040
1392144.000,1026.334364
1392154.000,1070.507757
1392164.000,1117.414728
1392174.000,1166.721135
1392184.000,1218.130892
1392194.000,1271.383879
1392204.000,1326.252878
1392214.000,1382.540104
1392217.448,1402.244406
1432646.396,1402.200821
1432656.000,1348.945368
1432666.000,1294.920924
1432676.000,1242.546400
1432686.000,1192.044999
1432696.000,1143.670350
1432706.000,1097.708849
1432716.000,1054.480965
1432726.000,1014.340776
1432736.000,977.672795
1432746.000,944.885026
1432756.000,916.397247
1432766.000,892.623894
1432776.000,873.951856
1432786.000,860.714650
1432796.000,853.166104
1432806.000,851.457694
1432816.000,855.623925
1432826.000,865.578840
1432836.000,881.124533
1432846.000,901.969670
1432856.000,927.754267
1432866.000,958.076273
1432876.000,992.516141
1432886.000,1030.656991
1432896.000,1072.099362
1432906.000,1116.470833
1432916.000,1163.431201
1432926.000,1212.674376
1432936.000,1263.927989
1432946.000,1316.951556
1432956.000,1371.533870
1432963.409,1412.869413
1476775.781,1411.639284
1476785.000,1370.566531
1476795.000,1328.131134
1476805.000,1288.117093
1476815.000,1250.762178
1476825.000,1216.316470
1476835.000,1185.038422
1476845.000,1157.189304
1476855.000,1133.025982
1476865.000,1112.792162
1476875.000,1096.708480
1476885.000,1084.962210
1476895.000,1077.697349
1476905.000,1075.006430
1476915.000,1076.924901
1476925.000,1083.428926
1476935.000,1094.436899
1476945.000,1109.814443
1476955.000,1129.382277
1476965.000,1152.925764
1476975.000,1180.205278
1476985.000,1210.966228
1476995.000,1244.948064
1477005.000,1281.891796
1477015.000,1321.545851
1477025.000,1363.670314
1477033.855,1402.851246
1517501.433,1403.042818
1517511.000,1350.241845
1517521.000,1296.519464
1517531.000,1244.495176
1517541.000,1194.396968
1517551.000,1146.483206
1517561.000,1101.044682
1517571.000,1058.405510
1517581.000,1018.922109
1517591.000,982.979360
1517601.000,950.982901
1517611.000,923.346672
1517621.000,900.475305
1517631.000,882.741731
1517641.000,870.461900
1517651.000,863.869660
1517661.000,863.095937
1517671.000,868.156222
1517681.000,878.949070
1517691.000,895.265854
1517701.000,916.809787
1517711.000,943.220316
1517721.000,974.098737
1517731.000,1009.031554
1517741.000,1047.609448
1517751.000,1089.441089
1517761.000,1134.161996
1517771.000,1181.439312
1517781.000,1230.973459
1517791.000,1282.497669
1517801.000,1335.776176
1517811.000,1390.601668
1517815.084,1413.393561
1567636.019,1412.602510
1567646.000,1378.279804
1567656.000,1346.748539
1567666.000,1318.285496
1567676.000,1293.096342
1567686.000,1271.378334
1567696.000,1253.314166
1567706.000,1239.065459
1567716.000,1228.766305
1567726.000,1222.517438
1567736.000,1220.381486
1567746.000,1222.379989
1567756.000,1228.492275
1567766.000,1238.656497
1567776.000,1252.772644
1567786.000,1270.707198
1567796.000,1292.298966
1567806.000,1317.365533
1567816.000,1345.709728
1567826.000,1377.125873
1567834.531,1406.196513
1602408.647,1405.759826
1602418.000,1370.756629
1602428.000,1335.957642
1602438.000,1304.087834
1602448.000,1275.370750
1602458.000,1250.027259
1602468.000,1228.269374
1602478.000,1210.293238
1602488.000,1196.271648
1602498.000,1186.346663
1602508.000,1180.623006
1602518.000,1179.162737
1602528.000,1181.982070
1602538.000,1189.050494
1602548.000,1200.292404
1602558.000,1215.591014
1602568.000,1234.794106
1602578.000,1257.720968
1602588.000,1284.169920
1602598.000,1313.925619
1602608.000,1346.765895
1602618.000,1382.467606
1602625.960,1412.783414
1652440.519,1413.407062
1652450.000,1361.667084
1652460.000,1308.595306
1652470.000,1257.259122
1652480.000,1207.886006
1652490.000,1160.732414
1652500.000,1116.085365
1652510.000,1074.262787
1652520.000,1035.611953
1652530.000,1000.505150
1652540.000,969.331731
1652550.000,942.485810
1652560.000,920.349352
1652570.000,903.271314
1652580.000,891.544483
1652590.000,885.382932
1652600.000,884.903711
1652610.000,890.116152
1652620.000,900.920973
1652630.000,917.119460
1652640.000,938.430687
1652650.000,964.513606
1652660.000,994.990327
1652670.000,1029.467538
1652680.000,1067.554150
1652690.000,1108.874341
1652700.000,1153.076263
1652710.000,1199.836883
1652720.000,1248.863965
1652730.000,1299.895991
1652740.000,1352.700750
1652749.296,1403.200634
1693227.305,1403.063148
1693237.000,1362.762447
1693247.000,1323.575845
1693257.000,1287.032483
1693267.000,1253.367004
1693277.000,1222.820182
1693287.000,1195.633747
1693297.000,1172.043823
1693307.000,1152.273144
1693317.000,1136.522412
1693327.000,1124.961404
1693337.000,1117.720520
1693347.000,1114.883876
1693357.000,1116.484479
1693367.000,1122.502299
1693377.000,1132.865426
1693387.000,1147.454158
1693397.000,1166.107513
1693407.000,1188.631297
1693417.000,1214.807047
1693427.000,1244.400758
1693437.000,1277.170953
1693447.000,1312.875583
1693457.000,1351.277567
1693467.000,1392.148961
1693471.524,1411.391943
1737288.654,1412.972731
1737298.000,1360.330229
1737308.000,1305.316604
1737318.000,1251.843835
1737328.000,1200.124660
1737338.000,1150.402185
1737348.000,1102.952840
1737358.000,1058.088583
1737368.000,1016.157686
1737378.000,977.543171
1737388.000,942.657769
1737398.000,911.934202
1737408.000,885.809785
1737418.000,864.705108
1737428.000,848.997631
1737438.000,838.992959
1737448.000,834.897885
1737458.000,836.800263
1737468.000,844.659985
1737478.000,858.313181
1737488.000,877.488593
1737498.000,901.832578
1737508.000,930.937738
1737518.000,964.370566
1737528.000,1001.694849
1737538.000,1042.489294
1737548.000,1086.359270
1737558.000,1132.943451
1737568.000,1181.916537
1737578.000,1232.989230
1737588.000,1285.906467
1737598.000,1340.444685
1737608.000,1396.408650
1737609.023,1402.207817
1778037.323,1402.211934
1778047.000,1347.731786
1778057.000,1292.801117
1778067.000,1239.448308
1778077.000,1187.891869
1778087.000,1138.381552
1778097.000,1091.201297
1778107.000,1046.671337
1778117.000,1005.148724
1778127.000,967.025290
1778137.000,932.721863
1778147.000,902.677490
1778157.000,877.332743
1778167.000,857.106946
1778177.000,842.370611
1778187.000,833.416031
1778197.000,830.430645
1778207.000,833.478311
1778217.000,842.492618
1778227.000,857.283783
1778237.000,877.557576
1778247.000,902.942038
1778257.000,933.016889
1778267.000,967.341055
1778277.000,1005.475341
1778287.000,1046.999038
1778297.000,1091.520584
1778307.000,1138.683310
1778317.000,1188.167404
1778327.000,1239.689350
1778337.000,1292.999806
1778347.000,1347.880641
1778357.000,1404.141647
1778358.555,1413.002940
1822177.438,1411.311913
1822187.000,1372.012184
1822197.000,1333.271643
1822207.000,1297.163130
1822217.000,1263.917171
1822227.000,1233.769801
1822237.000,1206.957488
1822247.000,1183.710766
1822257.000,1164.246723
1822267.000,1148.760706
1822277.000,1137.417805
1822287.000,1130.344926
1822297.000,1127.624073
1822307.000,1129.287882
1822317.000,1135.317770
1822327.000,1145.645011
1822337.000,1160.154587
1822347.000,1178.691335
1822357.000,1201.067634
1822367.000,1227.071895
1822377.000,1256.476893
1822387.000,1289.047567
1822397.000,1324.547704
1822407.000,1362.745355
1822416.932,1403.133892
1862898.504,1403.285511
1862908.000,1352.011592
1862918.000,1299.575830
1862928.000,1248.944669
1862938.000,1200.352438
