"Time (EpSec),""Range (km)"""
1178255.000,2172.605226
1178275.000,2166.998278
1178295.000,2170.032553
1178315.000,2181.663480
1178335.000,2201.742639
1178355.000,2230.026236
1178375.000,2266.188166
1178395.000,2309.836397
1178415.000,2360.530668
1178425.392,2389.498849
1216084.259,2394.303544
1216104.000,2287.725681
1216124.000,2182.952973
1216144.000,2081.942022
1216164.000,1985.319874
1216184.000,1893.809394
1216204.000,1808.235651
1216224.000,1729.526320
1216244.000,1658.702108
1216264.000,1596.852116
1216284.000,1545.089908
1216304.000,1504.487840
1216324.000,1475.992871
1216344.000,1460.333960
1216364.000,1457.938996
1216384.000,1468.881235
1216404.000,1492.869880
1216424.000,1529.287903
1216444.000,1577.266094
1216464.000,1635.774104
1216484.000,1703.709496
1216504.000,1779.971216
1216524.000,1863.511726
1216544.000,1953.368601
1216564.000,2048.679304
1216584.000,2148.684135
1216604.000,2252.721767
1216624.000,2360.220812
1216625.802,2370.059738
1222054.902,2397.052950
1222074.000,2284.468766
1222094.000,2169.055776
1222114.000,2056.666724
1222134.000,1947.878430
1222154.000,1843.380056
1222174.000,1743.992316
1222194.000,1650.685389
1222214.000,1564.591222
1222234.000,1487.003008
1222254.000,1419.351786
1222274.000,1363.148100
1222294.000,1319.879503
1222314.000,1290.865257
1222334.000,1277.088239
1222354.000,1279.044702
1222374.000,1296.660216
1222394.000,1329.302370
1222414.000,1375.885834
1222434.000,1435.031692
1222454.000,1505.232875
1222474.000,1584.989870
1222494.000,1672.901493
1222514.000,1767.713336
1222534.000,1868.334222
1222554.000,1973.832684
1222574.000,2083.422612
1222594.000,2196.444685
1222614.000,2312.347254
1222624.348,2373.291096
1256827.025,2372.097123
1256847.000,2249.614936
1256867.000,2128.994432
1256887.000,2010.814115
1256907.000,1895.589464
1256927.000,1783.951072
1256947.000,1676.671664
1256967.000,1574.696604
1256987.000,1479.175033
1257007.000,1391.485181
1257027.000,1313.241397
1257047.000,1246.263829
1257067.000,1192.486315
1257087.000,1153.783305
1257107.000,1131.722145
1257127.000,1127.292096
1257147.000,1140.702205
1257167.000,1171.335730
1257187.000,1217.882192
1257207.000,1278.586862
1257227.000,1351.519556
1257247.000,1434.788112
1257267.000,1526.669403
1257287.000,1625.667351
1257307.000,1730.521658
1257327.000,1840.189631
1257347.000,1953.816863
1257367.000,2070.705877
1257387.000,2190.287192
1257407.000,2312.094475
1257420.776,2397.089980
1262867.403,2371.070255
1262887.000,2275.171590
1262907.000,2181.544094
1262927.000,2092.811741
1262947.000,2009.658463
1262967.000,1932.836936
1262987.000,1863.159730
1263007.000,1801.481473
1263027.000,1748.670217
1263047.000,1705.566840
1263067.000,1672.934173
1263087.000,1651.400313
1263107.000,1641.404338
1263127.000,1643.153873
1263147.000,1656.603613
1263167.000,1681.459880
1263187.000,1717.209848
1263207.000,1763.169073
1263227.000,1818.537853
1263247.000,1882.456687
1263267.000,1954.054154
1263287.000,2032.483514
1263307.000,2116.947705
1263327.000,2206.713810
1263347.000,2301.119467
1263365.784,2393.480967
1300998.304,2391.423892
1301018.000,2317.654495
1301038.000,2248.451059
1301058.000,2185.578887
1301078.000,2129.633959
1301098.000,2081.207065
1301118.000,2040.862248
1301138.000,2009.111595
1301158.000,1986.388585
1301178.000,1973.022450
1301198.000,1969.216941
1301218.000,1975.036260
1301238.000,1990.400730
1301258.000,2015.092580
1301278.000,2048.771168
1301298.000,2090.994920
1301318.000,2141.247326
1301338.000,2198.963477
1301358.000,2263.554769
1301378.000,2334.429801
1301388.456,2373.791646
1306888.979,2397.004168
1306908.000,2274.285655
1306928.000,2146.427292
1306948.000,2020.062404
1306968.000,1895.551852
1306988.000,1773.347810
1307008.000,1654.022292
1307028.000,1538.304861
1307048.000,1427.131478
1307068.000,1321.705237
1307088.000,1223.565788
1307108.000,1134.654938
1307128.000,1057.347941
1307148.000,994.393260
1307168.000,948.683214
1307188.000,922.805771
1307208.000,918.450842
1307228.000,935.921079
1307248.000,974.035581
1307268.000,1030.490652
1307288.000,1102.449551
1307308.000,1187.067457
1307328.000,1281.806201
1307348.000,1384.552146
1307368.000,1493.612899
1307388.000,1607.660281
1307408.000,1725.660157
1307428.000,1846.807517
1307448.000,1970.472859
1307468.000,2096.160266
1307488.000,2223.475489
1307508.000,2352.101946
1307510.840,2370.459177
1341731.783,2375.842733
1341751.000,2275.451663
1341771.000,2174.812032
1341791.000,2078.704520
1341811.000,1987.835617
1341831.000,1903.002456
1341851.000,1825.090516
1341871.000,1755.062124
1341891.000,1693.931715
1341911.000,1642.725032
1341931.000,1602.420943
1341951.000,1573.879278
1341971.000,1557.763065
1341991.000,1554.469359
1342011.000,1564.083881
1342031.000,1586.370802
1342051.000,1620.800720
1342071.000,1666.609272
1342091.000,1722.872197
1342111.000,1788.581861
1342131.000,1862.713483
1342151.000,1944.275040
1342171.000,2032.340105
1342191.000,2126.065770
1342211.000,2224.699332
1342231.000,2327.577394
1342244.065,2396.796456
1347662.140,2369.027130
1347682.000,2249.776088
1347702.000,2131.854345
1347722.000,2016.542853
1347742.000,1904.366991
1347762.000,1795.963904
1347782.000,1692.106309
1347802.000,1593.728090
1347822.000,1501.948348
1347842.000,1418.087201
1347862.000,1343.662182
1347882.000,1280.348837
1347902.000,1229.887439
1347922.000,1193.925116
1347942.000,1173.804566
1347962.000,1170.344942
1347982.000,1183.686843
1348002.000,1213.263518
1348022.000,1257.911340
1348042.000,1316.072555
1348062.000,1386.017296
1348082.000,1466.025956
1348102.000,1554.507752
1348122.000,1650.059567
1348142.000,1751.481527
1348162.000,1857.767212
1348182.000,1968.081772
1348202.000,2081.736333
1348222.000,2198.163130
1348242.000,2316.893517
1348255.038,2395.344892
1391737.291,2396.546610
1391757.000,2267.616191
1391777.000,2137.677447
1391797.000,2008.880994
1391817.000,1881.526321
1391837.000,1755.991831
1391857.000,1632.761715
1391877.000,1512.463052
1391897.000,1395.916764
1391917.000,1284.206390
1391937.000,1178.767206
1391957.000,1081.491840
1391977.000,994.830913
1391997.000,921.830422
1392017.000,865.992260
1392037.000,830.815359
1392057.000,818.987217
1392077.000,831.514555
1392097.000,867.341728
1392117.000,923.751137
1392137.000,997.237449
1392157.000,1084.308773
1392177.000,1181.935716
1392197.000,1287.684434
1392217.000,1399.676514
1392237.000,1516.487745
1392257.000,1637.042864
1392277.000,1760.527033
1392297.000,1886.317610
1392317.000,2013.933637
1392337.000,2142.999073
1392357.000,2273.216157
1392371.610,2368.929232
1397842.656,2395.146239
1397862.000,2335.816405
1397882.000,2281.354431
1397902.000,2234.414710
1397922.000,2195.498080
1397942.000,2165.051631
1397962.000,2143.446611
1397982.000,2130.958090
1398002.000,2127.748462
1398022.000,2133.857225
1398042.000,2149.198297
1398062.000,2173.565539
1398082.000,2206.645337
1398102.000,2248.034770
1398122.000,2297.262819
1398142.000,2353.812569
1398151.492,2383.057777
1426676.738,2381.332810
1426696.000,2312.374727
1426716.000,2247.087991
1426736.000,2188.836796
1426756.000,2138.227329
1426776.000,2095.840688
1426796.000,2062.207557
1426816.000,2037.780780
1426836.000,2022.908955
1426856.000,2017.813960
1426876.000,2022.575829
1426896.000,2037.127033
1426916.000,2061.257450
1426936.000,2094.628933
1426956.000,2136.797385
1426976.000,2187.238968
1426996.000,2245.377469
1427016.000,2310.609851
1427036.000,2382.328258
1427039.551,2395.696065
1432490.443,2368.768732
1432510.000,2241.599669
1432530.000,2112.605468
1432550.000,1984.942518
1432570.000,1858.945212
1432590.000,1735.035875
1432610.000,1613.754039
1432630.000,1495.796254
1432650.000,1382.069559
1432670.000,1273.761275
1432690.000,1172.424646
1432710.000,1080.070567
1432730.000,999.234495
1432750.000,932.950373
1432770.000,884.522758
1432790.000,857.001617
1432810.000,852.421380
1432830.000,871.140694
1432850.000,911.712625
1432870.000,971.381672
1432890.000,1046.859288
1432910.000,1134.962216
1432930.000,1232.948726
1432950.000,1338.608343
1432970.000,1450.220287
1432990.000,1566.465847
1433010.000,1686.338314
1433030.000,1809.066622
1433050.000,1934.055732
1433070.000,2060.841885
1433090.000,2189.059586
1433110.000,2318.417379
1433121.986,2396.385604
1476600.272,2395.645713
1476620.000,2274.023352
1476640.000,2152.409544
1476660.000,2032.856914
1476680.000,1915.812683
1476700.000,1801.826292
1476720.000,1691.575534
1476740.000,1585.897854
1476760.000,1485.825689
1476780.000,1392.621954
1476800.000,1307.806909
1476820.000,1233.159662
1476840.000,1170.668986
1476860.000,1122.403427
1476880.000,1090.283047
1476900.000,1075.776551
1476920.000,1079.607500
1476940.000,1101.589734
1476960.000,1140.671573
1476980.000,1195.166814
1477000.000,1263.065648
1477020.000,1342.313729
1477040.000,1431.000134
1477060.000,1527.451051
1477080.000,1630.254854
1477100.000,1738.247758
1477120.000,1850.482055
1477140.000,1966.190041
1477160.000,2084.750125
1477180.000,2205.657618
1477200.000,2328.500767
1477206.503,2368.802253
1482626.340,2396.659101
1482646.000,2298.978125
1482666.000,2203.971280
1482686.000,2114.000844
1482706.000,2029.777256
1482726.000,1952.082146
1482746.000,1881.758622
1482766.000,1819.691991
1482786.000,1766.778947
1482806.000,1723.884253
1482826.000,1691.786856
1482846.000,1671.120477
1482866.000,1662.317598
1482886.000,1665.566949
1482906.000,1680.793773
1482926.000,1707.667645
1482946.000,1745.635698
1482966.000,1793.973932
1482986.000,1851.846496
1483006.000,1918.362847
1483026.000,1992.626238
1483046.000,2073.770079
1483066.000,2160.982265
1483086.000,2253.518750
1483106.000,2350.709087
1483111.257,2376.952307
1517345.287,2369.965873
1517365.000,2241.701715
1517385.000,2112.659790
1517405.000,1984.990757
1517425.000,1859.039873
1517445.000,1735.243118
1517465.000,1614.157214
1517485.000,1496.500259
1517505.000,1383.205984
1517525.000,1275.493869
1517545.000,1174.953787
1517565.000,1083.633829
1517585.000,1004.097772
1517605.000,939.382089
1517625.000,892.746095
1517645.000,867.132670
1517665.000,864.423088
1517685.000,884.827802
1517705.000,926.811749
1517725.000,987.608522
1517745.000,1063.972736
1517765.000,1152.783678
1517785.000,1251.358207
1517805.000,1357.531452
1517825.000,1469.614713
1517845.000,1586.310572
1517865.000,1706.625907
1517885.000,1829.798050
1517905.000,1955.236987
1517925.000,2082.481819
1517945.000,2211.168545
1517965.000,2341.006348
1517973.571,2396.942209
1523505.499,2375.279139
1523525.000,2315.299344
1523545.000,2260.322406
1523565.000,2212.473622
1523585.000,2172.238508
1523605.000,2140.057360
1523625.000,2116.304627
1523645.000,2101.269359
1523665.000,2095.138522
1523685.000,2097.985575
1523705.000,2109.765659
1523725.000,2130.318381
1523745.000,2159.377433
1523765.000,2196.586004
1523785.000,2241.515772
1523805.000,2293.687573
1523825.000,2352.591389
1523836.806,2390.309637
1561483.112,2394.028068
1561503.000,2289.909868
1561523.000,2188.720308
1561543.000,2091.616069
1561563.000,1999.243483
1561583.000,1912.337332
1561603.000,1831.722496
1561623.000,1758.308380
1561643.000,1693.072632
1561663.000,1637.030176
1561683.000,1591.185391
1561703.000,1556.467629
1561723.000,1533.655685
1561743.000,1523.302002
1561763.000,1525.672110
1561783.000,1540.713576
1561803.000,1568.062480
1561823.000,1607.085975
1561843.000,1656.949811
1561863.000,1716.695352
1561883.000,1785.312311
1561903.000,1861.797756
1561923.000,1945.198044
1561943.000,2034.634254
1561963.000,2129.314488
1561983.000,2228.536608
1562003.000,2331.684892
1562010.332,2370.375474
1567444.772,2397.073516
1567464.000,2281.746564
1567484.000,2164.058754
1567504.000,2049.136788
1567524.000,1937.527724
1567544.000,1829.891094
1567564.000,1727.021093
1567584.000,1629.869402
1567604.000,1539.564893
1567624.000,1457.423280
1567644.000,1384.935879
1567664.000,1323.722694
1567684.000,1275.435215
1567704.000,1241.603080
1567724.000,1223.439607
1567744.000,1221.649915
1567764.000,1236.303791
1567784.000,1266.822209
1567804.000,1312.083528
1567824.000,1370.606907
1567844.000,1440.750757
1567864.000,1520.877217
1567884.000,1609.461234
1567904.000,1705.147072
1567924.000,1806.765770
1567944.000,1913.328932
1567964.000,2024.010364
1567984.000,2138.123506
1568004.000,2255.098896
1568023.732,2372.850891
1602225.508,2372.514658
1602245.000,2254.727884
1602265.000,2136.058817
1602285.000,2020.054621
1602305.000,1907.259706
1602325.000,1798.334767
1602345.000,1694.081445
1602365.000,1595.468600
1602385.000,1503.656474
1602405.000,1420.011589
1602425.000,1346.099930
1602445.000,1283.641581
1602465.000,1234.408196
1602485.000,1200.053779
1602505.000,1181.894404
1602525.000,1180.687834
1602545.000,1196.487814
1602565.000,1228.633482
1602585.000,1275.878038
1602605.000,1336.603245
1602625.000,1409.043637
1602645.000,1491.464790
1602665.000,1582.275338
1602685.000,1680.079529
1602705.000,1783.688431
1602725.000,1892.107343
1602745.000,2004.512438
1602765.000,2120.224516
1602785.000,2238.683992
1602805.000,2359.428916
1602811.171,2397.085348
1608250.432,2370.676125
1608270.000,2271.124846
1608290.000,2173.289750
1608310.000,2080.004521
1608330.000,1991.946450
1608350.000,1909.873879
1608370.000,1834.622312
1608390.000,1767.091809
1608410.000,1708.222798
1608430.000,1658.957683
1608450.000,1620.188100
1608470.000,1592.690869
1608490.000,1577.060672
1608510.000,1573.650702
1608530.000,1582.534082
1608550.000,1603.495475
1608570.000,1636.054722
1608590.000,1679.516788
1608610.000,1733.036756
1608630.000,1795.686872
1608650.000,1866.515953
1608670.000,1944.595390
1608690.000,2029.050679
1608710.000,2119.079637
1608730.000,2213.960426
1608750.000,2313.052328
1608765.771,2393.787614
1646404.992,2390.823048
1646424.000,2325.798977
1646444.000,2263.345707
1646464.000,2207.552053
1646484.000,2158.966327
1646504.000,2118.113336
1646524.000,2085.472929
1646544.000,2061.456909
1646564.000,2046.386795
1646584.000,2040.474690
1646604.000,2043.809977
1646624.000,2056.353455
1646644.000,2077.940171
1646664.000,2108.290211
1646684.000,2147.026081
1646704.000,2193.694020
1646724.000,2247.787033
1646744.000,2308.767065
1646763.571,2374.579026
1652280.871,2396.965099
1652300.000,2272.815963
1652320.000,2144.094960
1652340.000,2016.748257
1652360.000,1891.116383
1652380.000,1767.627379
1652400.000,1646.825023
1652420.000,1529.406729
1652440.000,1416.273716
1652460.000,1308.595306
1652480.000,1207.886007
1652500.000,1116.085366
1652520.000,1035.611952
1652540.000,969.331736
1652560.000,920.349350
1652580.000,891.544486
1652600.000,884.903712
1652620.000,900.920975
1652640.000,938.430686
1652660.000,994.990335
1652680.000,1067.554145
1652700.000,1153.076256
1652720.000,1248.863968
1652740.000,1352.700752
1652760.000,1462.832779
1652780.000,1577.898952
1652800.000,1696.850095
1652820.000,1818.876643
1652840.000,1943.350327
1652860.000,2069.779409
1652880.000,2197.775119
1652900.000,2327.026729
1652906.641,2370.178595
1687134.563,2376.460257
1687154.000,2278.197851
1687174.000,2181.266551
1687194.000,2089.202623
1687214.000,2002.724554
1687234.000,1922.630699
1687254.000,1849.791905
1687274.000,1785.134385
1687294.000,1729.609761
1687314.000,1684.151016
1687334.000,1649.615067
1687354.000,1626.717129
1687374.000,1615.965821
1687394.000,1617.611542
1687414.000,1631.619372
1687434.000,1657.672958
1687454.000,1695.208715
1687474.000,1743.471962
1687494.000,1801.582877
1687514.000,1868.600863
1687534.000,1943.578855
1687554.000,2025.603854
1687574.000,2113.823329
1687594.000,2207.459712
1687614.000,2305.815776
1687631.783,2396.733496
1693050.453,2368.901011
1693070.000,2249.605182
1693090.000,2129.482010
1693110.000,2011.722550
1693130.000,1896.819850
1693150.000,1785.376818
1693170.000,1678.132276
1693190.000,1575.990721
1693210.000,1480.053407
1693230.000,1391.644990
1693250.000,1312.324780
1693270.000,1243.864459
1693290.000,1188.168675
1693310.000,1147.117433
1693330.000,1122.330749
1693350.000,1114.898026
1693370.000,1125.159559
1693390.000,1152.631651
1693410.000,1196.110989
1693430.000,1253.909341
1693450.000,1324.123530
1693470.000,1404.859290
1693490.000,1494.374588
1693510.000,1591.147584
1693530.000,1693.891457
1693550.000,1801.539397
1693570.000,1913.216486
1693590.000,2028.208485
1693610.000,2145.932508
1693630.000,2265.911701
1693650.000,2387.754192
1693651.266,2395.518944
1737131.033,2396.455678
1737151.000,2266.292258
1737171.000,2136.858198
1737191.000,2008.619485
1737211.000,1881.885285
1737231.000,1757.045735
1737251.000,1634.599142
1737271.000,1515.189286
1737291.000,1399.656199
1737311.000,1289.103862
1737331.000,1184.986354
1737351.000,1089.206982
1737371.000,1004.206842
1737391.000,932.983726
1737411.000,878.933052
1737431.000,845.385897
1737451.000,834.838200
1737471.000,848.158091
1737491.000,884.266843
1737511.000,940.533155
1737531.000,1013.587363
1737551.000,1100.065039
1737571.000,1197.030130
1737591.000,1302.107130
1737611.000,1413.449820
1737631.000,1529.649454
1737651.000,1649.636501
1737671.000,1772.596579
1737691.000,1897.904877
1737711.000,2025.077116
1737731.000,2153.733586
1737751.000,2283.572913
1737764.052,2368.829650
1743222.832,2395.469243
1743242.000,2330.084599
1743262.000,2268.360106
1743282.000,2213.842894
1743302.000,2167.099048
1743322.000,2128.658973
1743342.000,2098.993086
1743362.000,2078.487092
1743382.000,2067.419197
1743402.000,2065.942352
1743422.000,2074.073868
1743442.000,2091.694257
1743462.000,2118.555142
1743482.000,2154.295292
1743502.000,2198.462236
1743522.000,2250.536942
1743542.000,2309.958393
1743562.000,2376.146174
1743563.698,2382.059643
1772087.429,2382.275791
1772107.000,2318.433068
1772127.000,2259.909448
1772147.000,2208.744583
1772167.000,2165.487899
1772187.000,2130.645086
1772207.000,2104.654119
1772227.000,2087.861431
1772247.000,2080.501319
1772267.000,2082.680965
1772287.000,2094.373448
1772307.000,2115.419523
1772327.000,2145.538259
1772347.000,2184.344634
1772367.000,2231.371858
1772387.000,2286.095411
1772407.000,2347.956604
1772421.061,2395.411292
1777882.534,2368.847357
1777902.000,2241.727648
1777922.000,2112.109431
1777942.000,1983.748388
1777962.000,1856.966032
1777982.000,1732.169221
1778002.000,1609.879124
1778022.000,1490.770990
1778042.000,1375.728270
1778062.000,1265.914519
1778082.000,1162.864031
1778102.000,1068.583569
1778122.000,985.636389
1778142.000,917.139559
1778162.000,866.555327
1778182.000,837.156161
1778202.000,831.201459
1778222.000,849.182322
1778242.000,889.636447
1778262.000,949.675530
1778282.000,1025.838756
1778302.000,1114.792650
1778322.000,1213.689999
1778342.000,1320.256430
1778362.000,1432.737090
1778382.000,1549.797887
1778402.000,1670.427434
1778422.000,1793.855669
1778442.000,1919.491303
1778462.000,2046.875430
1778482.000,2175.647643
1778502.000,2305.521374
1778515.926,2396.479015
1821996.227,2395.479806
1822016.000,2275.339740
1822036.000,2155.694505
1822056.000,2038.324960
1822076.000,1923.708015
1822096.000,1812.425404
1822116.000,1705.188315
1822136.000,1602.865645
1822156.000,1506.513790
1822176.000,1417.403083
1822196.000,1337.030994
1822216.000,1267.106255
1822236.000,1209.481984
1822256.000,1166.017125
1822276.000,1138.361704
1822296.000,1127.698990
1822316.000,1134.519879
1822336.000,1158.519560
1822356.000,1198.663103
1822376.000,1253.390031
1822396.000,1320.872532
1822416.000,1399.244606
1822436.000,1486.758919
1822456.000,1581.868651
1822476.000,1683.253245
1822496.000,1789.810294
1822516.000,1900.631202
1822536.000,2014.971660
1822556.000,2132.222858
1822576.000,2251.885948
1822595.245,2368.927654
1828013.679,2396.754915
1828033.000,2297.342813
1828053.000,2198.448093
1828073.000,2104.245326
1828093.000,2015.435464
1828113.000,1932.802183
1828133.000,1857.207073
1828153.000,1789.575567
1828173.000,1730.870656
1828193.000,1682.051923
1828213.000,1644.020067
1828233.000,1617.550545
1828253.000,1603.225062
1828273.000,1601.372809
1828293.000,1612.034304
1828313.000,1634.956807
1828333.000,1669.622165
1828353.000,1715.300350
1828373.000,1771.116772
1828393.000,1836.120235
1828413.000,1909.342128
1828433.000,1989.841531
1828453.000,2076.735619
1828473.000,2169.216776
1828493.000,2266.559690
1828513.000,2368.121427
1828514.581,2376.310839
1862740.744,2370.229720
1862760.000,2245.595438
1862780.000,2117.305234
1862800.000,1990.485917
1862820.000,1865.499692
1862840.000,1742.802562
1862860.000,1622.974489
1862880.000,1506.759673
1862900.000,1395.119329
1862920.000,1289.298143
1862940.000,1190.901305
1862960.000,1101.968551
1862980.000,1025.010275
1863000.000,962.939309
1863020.000,918.807349
1863040.000,895.291313
1863060.000,894.029577
1863080.000,915.114125
1863100.000,957.059740
1863120.000,1017.271404
1863140.000,1092.708994
1863160.000,1180.426455
1863180.000,1277.862248
1863200.000,1382.924718
1863220.000,1493.963583
1863240.000,1609.697916
1863260.000,1729.138467
1863280.000,1851.519749
1863300.000,1976.245749
1863320.000,2102.848364
1863340.000,2230.956231
1863360.000,2360.271544
1863365.650,2396.988235
1868878.741,2374.378372
1868898.000,2307.958590
1868918.000,2245.116775
1868938.000,2189.075313
1868958.000,2140.386837
1868978.000,2099.577807
1868998.000,2067.125982
1869018.000,2043.436751
1869038.000,2028.820234
1869058.000,2023.472157
1869078.000,2027.460848
1869098.000,2040.722607
1869118.000,2063.065761
1869138.000,2094.183104
1869158.000,2133.670653
1869178.000,2181.050467
1869198.000,2235.794416
1869218.000,2297.346874
1869238.000,2365.144543
1869245.200,2390.972812
1906882.581,2393.728179
1906902.000,2295.472911
1906922.000,2198.047561
1906942.000,2105.023459
1906962.000,2017.058696
1906982.000,1934.890341
1907002.000,1859.331409
1907022.000,1791.259995
1907042.000,1731.597441
1907062.000,1681.273466
1907082.000,1641.177339
1907102.000,1612.097774
1907122.000,1594.657865
1907142.000,1589.255892
1907162.000,1596.023825
1907182.000,1614.812963
1907202.000,1645.210564
1907222.000,1686.583192
1907242.000,1738.136659
1907262.000,1798.980924
1907282.000,1868.189443
1907302.000,1944.846916
1907322.000,2028.082991
1907342.000,2117.093125
1907362.000,2211.148779
1907382.000,2309.599970
1907394.042,2370.752226
1912834.944,2397.085144
1912854.000,2280.991505
1912874.000,2161.192595
1912894.000,2043.909822
1912914.000,1929.658297
1912934.000,1819.064128
1912954.000,1712.888980
1912974.000,1612.057148
1912994.000,1517.682211
1913014.000,1431.087008
1913034.000,1353.806025
1913054.000,1287.553403
1913074.000,1234.136623
1913094.000,1195.301289
1913114.000,1172.513392
1913134.000,1166.722057
1913154.000,1178.178672
1913174.000,1206.385058
1913194.000,1250.194184
1913214.000,1308.019044
1913234.000,1378.070725
1913254.000,1458.558115
1913274.000,1547.819482
1913294.000,1644.388623
1913314.000,1747.013184
1913334.000,1854.644853
1913354.000,1966.416165
1913374.000,2081.613220
1913394.000,2199.649159
1913414.000,2320.040802
1913422.597,2372.415441
1947624.494,2372.956657
1947644.000,2257.015960
1947664.000,2140.552297
1947684.000,2027.006393
1947704.000,1916.953816
1947724.000,1811.086995
1947744.000,1710.237007
1947764.000,1615.394961
1947784.000,1527.728487
1947804.000,1448.585742
1947824.000,1379.475026
1947844.000,1322.006005
1947864.000,1277.780007
1947884.000,1248.228421
1947904.000,1234.421441
1947924.000,1236.894953
1947944.000,1255.553816
1947964.000,1289.689787
1947984.000,1338.106354
1948004.000,1399.303485
1948024.000,1471.663972
1948044.000,1553.600478
1948064.000,1643.649304
1948084.000,1740.516182
1948104.000,1843.087939
1948124.000,1950.423768
1948144.000,2061.736668
1948164.000,2176.371611
1948184.000,2293.784153
1948201.272,2397.068097
1953634.342,2370.315729
1953654.000,2266.819046
1953674.000,2165.131097
1953694.000,2067.659897
1953714.000,1975.070189
1953734.000,1888.117977
1953754.000,1807.651713
1953774.000,1734.605523
1953794.000,1669.980789
1953814.000,1614.811972
1953834.000,1570.114437
1953854.000,1536.815193
1953874.000,1515.673362
1953894.000,1507.202685
1953914.000,1511.612533
1953934.000,1528.782304
1953954.000,1558.275845
1953974.000,1599.392109
1953994.000,1651.239208
1954014.000,1712.814983
1954034.000,1783.080199
1954054.000,1861.016094
1954074.000,1945.663542
1954094.000,2036.145679
1954114.000,2131.677580
1954134.000,2231.566894
1954154.000,2335.209084
1954165.087,2394.085489
1991814.011,2390.124528
1991834.000,2329.409278
1991854.000,2275.173436
1991874.000,2227.958659
1991894.000,2188.247540
1991914.000,2156.479394
1991934.000,2133.030430
1991954.000,2118.194501
1991974.000,2112.166881
1991994.000,2115.032759
1992014.000,2126.762229
1992034.000,2147.212159
1992054.000,2176.135067
1992074.000,2213.193448
1992094.000,2257.977963
1992114.000,2310.027081
1992134.000,2368.846638
1992136.140,2375.520745
1997673.007,2396.919096
1997693.000,2266.577602
1997713.000,2137.217390
1997733.000,2009.144854
1997753.000,1882.686273
1997773.000,1758.252973
1997793.000,1636.369473
1997813.000,1517.711755
1997833.000,1403.158740
1997853.000,1293.859728
1997873.000,1191.317915
1997893.000,1097.481911
1997913.000,1014.818018
1997933.000,946.301097
1997953.000,895.220218
1997973.000,864.696656
1997993.000,856.945273
1998013.000,872.577892
1998033.000,910.385302
1998053.000,967.757751
1998073.000,1041.444802
1998093.000,1128.226122
1998113.000,1225.289335
1998133.000,1330.348356
1998153.000,1441.615368
1998173.000,1557.717161
1998193.000,1677.604550
1998213.000,1800.473986
1998233.000,1925.705748
1998253.000,2052.817291
1998273.000,2181.428735
1998293.000,2311.237518
1998301.991,2369.917948
2032538.062,2377.100668
2032558.000,2279.969158
2032578.000,2187.093854
2032598.000,2099.436966
2032618.000,2017.723771
2032638.000,1942.746606
2032658.000,1875.352501
2032678.000,1816.421028
2032698.000,1766.830331
2032718.000,1727.411712
2032738.000,1698.895114
2032758.000,1681.851809
2032778.000,1676.642913
2032798.000,1683.384042
2032818.000,1701.933601
2032838.000,1731.907299
2032858.000,1772.715815
2032878.000,1823.617326
2032898.000,1883.774863
2032918.000,1952.310044
2032938.000,2028.347294
2032958.000,2111.046373
2032978.000,2199.623352
2032998.000,2293.362036
2033018.000,2391.618057
2033018.999,2396.634034
2038439.321,2368.804738
2038459.000,2246.984831
2038479.000,2124.933233
2038499.000,2005.028872
2038519.000,1887.735162
2038539.000,1773.622987
2038559.000,1663.398450
2038579.000,1557.936044
2038599.000,1458.315828
2038619.000,1365.860044
2038639.000,1282.158831
2038659.000,1209.066254
2038679.000,1148.638022
2038699.000,1102.979508
2038719.000,1073.990442
2038739.000,1063.041619
2038759.000,1070.684624
2038779.000,1096.520765
2038799.000,1139.295770
2038819.000,1197.171605
2038839.000,1268.053046
2038859.000,1349.858964
2038879.000,1440.691788
2038899.000,1538.912941
2038919.000,1643.154376
2038939.000,1752.296179
2038959.000,1865.430795
2038979.000,1981.825426
2038999.000,2100.887926
2039019.000,2222.138121
2039039.000,2345.184461
2039047.133,2395.659785
2082525.036,2396.356744
2082545.000,2266.827202
2082565.000,2138.071360
2082585.000,2010.583649
2082605.000,1884.685993
2082625.000,1760.783787
2082645.000,1639.393377
2082665.000,1521.179371
2082685.000,1407.004785
2082705.000,1297.996710
2082725.000,1195.627726
2082745.000,1101.805614
2082765.000,1018.945648
2082785.000,949.966750
2082805.000,898.111945
2082825.000,866.491116
2082845.000,857.365977
2082865.000,871.452904
2082885.000,907.671075
2082905.000,963.518095
2082925.000,1035.806108
2082945.000,1121.335638
2082965.000,1217.289052
2082985.000,1321.363387
2083005.000,1431.751177
2083025.000,1547.061023
2083045.000,1666.228433
2083065.000,1788.437558
2083085.000,1913.059005
2083105.000,2039.602702
2083125.000,2167.682924
2083145.000,2296.992562
2083156.033,2368.760806
2088604.699,2395.738940
2088624.000,2324.029845
2088644.000,2255.895593
2088664.000,2194.647848
2088684.000,2140.903210
2088704.000,2095.260881
2088724.000,2058.277637
2088744.000,2030.440214
2088764.000,2012.137359
2088784.000,2003.635027
2088804.000,2005.057959
2088824.000,2016.380755
2088844.000,2037.429557
2088864.000,2067.894348
2088884.000,2107.349649
2088904.000,2155.280869
2088924.000,2211.112408
2088944.000,2274.234776
2088964.000,2344.028287
2088973.969,2381.119299
2117500.166,2383.305175
2117520.000,2325.692624
2117540.000,2274.714064
