"Time (EpSec),""Range (km)"""
220754.000,1642.455147
220774.000,1531.525022
220794.000,1425.932027
220814.000,1327.004057
220834.000,1236.391952
220854.000,1156.098288
220874.000,1088.449154
220894.000,1035.958133
220914.000,1001.038160
220934.000,985.575508
220954.000,990.489363
220974.000,1015.482422
220994.000,1059.124098
221014.000,1119.217472
221034.000,1193.255522
221054.000,1278.788998
221074.000,1373.638211
221094.000,1475.970573
221114.000,1584.295897
221134.000,1697.423855
221154.000,1814.410885
221174.000,1934.509779
221194.000,2057.126897
221214.000,2181.787778
221234.000,2308.110330
221247.950,2397.036530
226724.624,2372.625396
226744.000,2291.246188
226764.000,2212.496848
226784.000,2139.693689
226804.000,2073.490033
226824.000,2014.560175
226844.000,1963.578992
226864.000,1921.195390
226884.000,1888.000333
226904.000,1864.492203
226924.000,1851.043128
226944.000,1847.871326
226964.000,1855.023588
226984.000,1872.371240
227004.000,1899.620441
227024.000,1936.334649
227044.000,1981.965651
227064.000,2035.888168
227084.000,2097.433899
227104.000,2165.921307
227124.000,2240.679600
227144.000,2321.066290
227160.753,2392.293850
264787.531,2392.831988
264807.000,2304.308051
264827.000,2217.965688
264847.000,2136.883565
264867.000,2061.725907
264887.000,1993.203944
264907.000,1932.061807
264927.000,1879.054768
264947.000,1834.919003
264967.000,1800.334111
264987.000,1775.880889
265007.000,1761.999431
265027.000,1758.953479
265047.000,1766.807709
265067.000,1785.422175
265087.000,1814.464902
265107.000,1853.440379
265127.000,1901.728406
265147.000,1958.626681
265167.000,2023.391624
265187.000,2095.273118
265207.000,2173.541385
265227.000,2257.505540
265247.000,2346.525002
265252.515,2371.883817
270714.812,2397.077609
270734.000,2276.451100
270754.000,2152.314858
270774.000,2030.162687
270794.000,1910.434536
270814.000,1793.674200
270834.000,1680.557387
270854.000,1571.926192
270874.000,1468.829359
270894.000,1372.564965
270914.000,1284.716680
270934.000,1207.165755
270954.000,1142.048859
270974.000,1091.623799
270994.000,1058.016158
271014.000,1042.867523
271034.000,1046.985193
271054.000,1070.143891
271074.000,1111.142792
271094.000,1168.086720
271114.000,1238.754331
271134.000,1320.915161
271154.000,1412.530902
271174.000,1511.845801
271194.000,1617.401238
271214.000,1728.010457
271234.000,1842.717962
271254.000,1960.757183
271274.000,2081.512426
271294.000,2204.487217
271314.000,2329.278767
271320.697,2371.414636
305527.320,2374.164285
305547.000,2262.868601
305567.000,2152.802943
305587.000,2046.351792
305607.000,1944.162796
305627.000,1846.995402
305647.000,1755.733047
305667.000,1671.389956
305687.000,1595.107420
305707.000,1528.132311
305727.000,1471.770491
305747.000,1427.309198
305767.000,1395.909644
305787.000,1378.481944
305807.000,1375.567924
305827.000,1387.263130
305847.000,1413.202420
305867.000,1452.614254
305887.000,1504.425806
305907.000,1567.388283
305927.000,1640.193762
305947.000,1721.565555
305967.000,1810.316920
305987.000,1905.381841
306007.000,2005.825030
306027.000,2110.838698
306047.000,2219.732060
306067.000,2331.917710
306078.374,2396.995499
311500.793,2369.597993
311520.000,2261.124405
311540.000,2151.024821
311560.000,2044.343510
311580.000,1941.689742
311600.000,1843.779940
311620.000,1751.450900
311640.000,1665.668934
311660.000,1587.530163
311680.000,1518.245558
311700.000,1459.102696
311720.000,1411.397594
311740.000,1376.334801
311760.000,1354.904783
311780.000,1347.760262
311800.000,1355.123035
311820.000,1376.750068
311840.000,1411.969933
311860.000,1459.777573
311880.000,1518.958626
311900.000,1588.211690
311920.000,1666.247173
311940.000,1751.854499
311960.000,1843.939294
311980.000,1941.537730
312000.000,2043.815724
312020.000,2150.059497
312040.000,2259.662271
312060.000,2372.109798
312063.965,2394.702139
349758.732,2387.519116
349778.000,2354.088922
349798.000,2326.682128
349818.000,2306.983572
349838.000,2295.207541
349858.000,2291.488577
349878.000,2295.874653
349898.000,2308.324872
349918.000,2328.711672
349938.000,2356.827489
349950.815,2378.780421
355557.584,2396.775693
355577.000,2269.402433
355597.000,2139.078903
355617.000,2009.885019
355637.000,1882.117960
355657.000,1756.153449
355677.000,1632.472656
355697.000,1511.699420
355717.000,1394.651558
355737.000,1282.410398
355757.000,1176.411422
355777.000,1078.552643
355797.000,991.299736
355817.000,917.729230
355837.000,861.393217
355857.000,825.856175
355877.000,813.866513
355897.000,826.457799
355917.000,862.551565
355937.000,919.371683
355957.000,993.347490
355977.000,1080.935515
355997.000,1179.073782
356017.000,1285.311292
356037.000,1397.762452
356057.000,1515.001419
356077.000,1635.954063
356097.000,1759.807848
356117.000,1885.942778
356137.000,2013.880487
356157.000,2143.247298
356177.000,2273.747531
356191.568,2369.376649
361722.289,2393.444999
361742.000,2361.757048
361762.000,2337.551913
361782.000,2321.608910
361802.000,2314.102242
361822.000,2315.113452
361842.000,2324.627061
361862.000,2342.531280
361882.000,2368.623946
361893.289,2386.864465
390453.361,2378.851251
390473.000,2293.250504
390493.000,2211.420914
390513.000,2135.641521
390533.000,2066.617404
390553.000,2005.082481
390573.000,1951.777834
390593.000,1907.422183
390613.000,1872.675843
390633.000,1848.100613
390653.000,1834.120380
390673.000,1830.987847
390693.000,1838.763473
390713.000,1857.310385
390733.000,1886.306142
390753.000,1925.269337
390773.000,1973.596020
390793.000,2030.599954
390813.000,2095.551562
390833.000,2167.711519
390853.000,2246.357129
390873.000,2330.800973
390887.723,2396.294147
396317.004,2368.688304
396337.000,2241.406787
396357.000,2115.477775
396377.000,1991.248145
396397.000,1869.114078
396417.000,1749.570790
396437.000,1633.242290
396457.000,1520.919792
396477.000,1413.609820
396497.000,1312.590907
396517.000,1219.472561
396537.000,1136.239549
396557.000,1065.246693
396577.000,1009.108976
396597.000,970.428225
396617.000,951.347586
396637.000,953.047157
396657.000,975.411317
396677.000,1017.062480
396697.000,1075.739979
396717.000,1148.808966
396737.000,1233.680961
396757.000,1328.056828
396777.000,1430.014603
396797.000,1538.002873
396817.000,1650.792072
396837.000,1767.414984
396857.000,1887.111169
396877.000,2009.280411
396897.000,2133.445865
396917.000,2259.225543
396937.000,2386.310634
396938.525,2396.044839
440414.382,2396.072786
440434.000,2271.001129
440454.000,2144.730416
440474.000,2020.001878
440494.000,1897.183230
440514.000,1776.733678
440534.000,1659.231694
440554.000,1545.411294
440574.000,1436.208290
440594.000,1332.816588
440614.000,1236.750508
440634.000,1149.900240
440654.000,1074.550960
440674.000,1013.314067
440694.000,968.904511
440714.000,943.727828
440734.000,939.349479
440754.000,956.063365
440774.000,992.803755
440794.000,1047.455985
440814.000,1117.378168
440834.000,1199.880807
440854.000,1292.528993
440874.000,1393.267863
440894.000,1500.432727
440914.000,1612.704171
440934.000,1729.046387
440954.000,1848.647577
440974.000,1970.869406
440994.000,2095.206736
441014.000,2221.256531
441034.000,2348.694223
441037.122,2368.694835
446467.863,2396.262095
446487.000,2312.877325
446507.000,2231.016121
446527.000,2155.196254
446547.000,2086.109568
446567.000,2024.475099
446587.000,1971.017861
446607.000,1926.440428
446627.000,1891.388082
446647.000,1866.410264
446667.000,1851.922507
446687.000,1848.174513
446707.000,1855.229456
446727.000,1872.958464
446747.000,1901.051493
446767.000,1939.042255
446787.000,1986.342811
446807.000,2042.282472
446827.000,2106.145484
446847.000,2177.204015
446867.000,2254.744193
446887.000,2338.085001
446896.399,2379.071680
475450.306,2386.417715
475470.000,2352.578253
475490.000,2326.108065
475510.000,2307.881930
475530.000,2298.108330
475550.000,2296.903617
475570.000,2304.285684
475590.000,2320.173114
475610.000,2344.389660
475630.000,2376.673682
475638.972,2393.691194
481161.594,2369.319080
481181.000,2241.989872
481201.000,2111.696056
481221.000,1982.593769
481241.000,1854.994077
481261.000,1729.291403
481281.000,1605.992326
481301.000,1485.755488
481321.000,1369.446502
481341.000,1258.212071
481361.000,1153.575521
481381.000,1057.548094
481401.000,972.729067
481421.000,902.324745
481441.000,849.956626
481461.000,819.113420
481481.000,812.262031
481501.000,829.996871
481521.000,870.806841
481541.000,931.645361
481561.000,1008.869013
481581.000,1098.996723
481601.000,1199.085067
481621.000,1306.806430
481641.000,1420.381277
481661.000,1538.467456
481681.000,1660.054272
481701.000,1784.376467
481721.000,1910.849131
481741.000,2039.020016
481761.000,2168.535024
481781.000,2299.113292
481795.872,2396.762876
487414.298,2379.320833
487434.000,2351.151326
487454.000,2330.132249
487474.000,2316.954967
487494.000,2311.752099
487514.000,2314.572411
487534.000,2325.378319
487554.000,2344.047624
487574.000,2370.379547
487584.427,2387.058967
525288.174,2394.791652
525308.000,2282.073023
525328.000,2171.031001
525348.000,2063.154640
525368.000,1959.022953
525388.000,1859.319746
525408.000,1764.848471
525428.000,1676.544327
525448.000,1595.479498
525468.000,1522.855078
525488.000,1459.971873
525508.000,1408.171611
525528.000,1368.744147
525548.000,1342.804914
525568.000,1331.161526
525588.000,1334.200751
525608.000,1351.829402
525628.000,1383.489362
525648.000,1428.241341
525668.000,1484.889991
525688.000,1552.116118
525708.000,1628.588787
525728.000,1713.044524
525748.000,1804.333637
525768.000,1901.440081
525788.000,2003.483428
525808.000,2109.710427
525828.000,2219.481424
525848.000,2332.255289
525854.506,2369.511647
531276.139,2396.983096
531296.000,2284.635066
531316.000,2174.559194
531336.000,2068.095149
531356.000,1965.879687
531376.000,1868.657836
531396.000,1777.294412
531416.000,1692.780379
531436.000,1616.229106
531456.000,1548.856115
531476.000,1491.934997
531496.000,1446.724290
531516.000,1414.365833
531536.000,1395.765976
531556.000,1391.482246
531576.000,1401.645005
531596.000,1425.938190
531616.000,1463.645140
531636.000,1513.744936
531656.000,1575.031607
531676.000,1646.227932
531696.000,1726.075851
531716.000,1813.397257
531736.000,1907.127272
531756.000,2006.326775
531776.000,2110.181206
531796.000,2217.991562
531816.000,2329.161691
531823.975,2374.309557
566031.519,2371.333964
566051.000,2248.865044
566071.000,2124.761692
566091.000,2002.669328
566111.000,1883.039764
566131.000,1766.433080
566151.000,1653.547296
566171.000,1545.254841
566191.000,1442.645103
566211.000,1347.069159
566231.000,1260.176794
566251.000,1183.925346
566271.000,1120.527534
566291.000,1072.297249
566311.000,1041.367830
566331.000,1029.315350
566351.000,1036.804696
566371.000,1063.420802
566391.000,1107.775478
566411.000,1167.831763
566431.000,1241.288897
566451.000,1325.892348
566471.000,1419.617181
566491.000,1520.740640
566511.000,1627.844212
566531.000,1739.780996
566551.000,1855.631601
566571.000,1974.660569
566591.000,2096.278341
566611.000,2220.010008
566631.000,2345.470493
566639.156,2397.053721
572104.370,2372.030450
572124.000,2284.650875
572144.000,2200.557542
572164.000,2122.064527
572184.000,2049.845155
572204.000,1984.611089
572224.000,1927.094961
572244.000,1878.025219
572264.000,1838.093561
572284.000,1807.916296
572304.000,1787.993536
572324.000,1778.671293
572344.000,1780.112862
572364.000,1792.284364
572384.000,1814.957471
572404.000,1847.728926
572424.000,1890.052761
572444.000,1941.279831
572464.000,2000.698438
572484.000,2067.571515
572504.000,2141.166984
572524.000,2220.780413
572544.000,2305.750136
572563.402,2392.720001
610189.879,2392.416460
610209.000,2310.041129
610229.000,2228.770780
610249.000,2153.104055
610269.000,2083.692530
610289.000,2021.219017
610309.000,1966.380081
610329.000,1919.861881
610349.000,1882.309439
610369.000,1854.291569
610389.000,1836.264478
610409.000,1828.539003
610429.000,1831.256216
610449.000,1844.376061
610469.000,1867.680922
610489.000,1900.793339
610509.000,1943.204909
610529.000,1994.311316
610549.000,2053.448640
610569.000,2119.926542
610589.000,2193.056047
610609.000,2272.170551
610629.000,2356.640250
610632.617,2372.441584
616105.946,2397.060660
616125.000,2276.063116
616145.000,2150.494146
616165.000,2026.723990
616185.000,1905.163648
616205.000,1786.323829
616225.000,1670.843508
616245.000,1559.526052
616265.000,1453.383253
616285.000,1353.685330
616305.000,1262.009788
616325.000,1180.272464
616345.000,1110.709307
616365.000,1055.762707
616385.000,1017.828201
616405.000,998.862868
616425.000,999.954512
616445.000,1021.037614
616465.000,1060.911370
616485.000,1117.548985
616505.000,1188.532510
616525.000,1271.432095
616545.000,1364.042873
616565.000,1464.485883
616585.000,1571.218829
616605.000,1683.001901
616625.000,1798.848173
616645.000,1917.974040
616665.000,2039.755953
616685.000,2163.695223
616705.000,2289.390171
616717.872,2371.060803
650928.199,2374.695944
650948.000,2265.367423
650968.000,2158.265424
650988.000,2055.082542
651008.000,1956.491267
651028.000,1863.270799
651048.000,1776.314555
651068.000,1696.630569
651088.000,1625.329881
651108.000,1563.596649
651128.000,1512.634887
651148.000,1473.589488
651168.000,1447.446204
651188.000,1434.925343
651208.000,1436.391824
651228.000,1451.805486
651248.000,1480.726879
651268.000,1522.376580
651288.000,1575.730350
651308.000,1639.625838
651328.000,1712.859136
651348.000,1794.258690
651368.000,1882.733617
651388.000,1977.299373
651408.000,2077.086571
651428.000,2181.338828
651448.000,2289.404312
651467.330,2396.947438
656887.280,2369.374068
656907.000,2255.452255
656927.000,2142.546956
656947.000,2032.782375
656967.000,1926.743012
656987.000,1825.123930
657007.000,1728.748055
657027.000,1638.581227
657047.000,1555.740419
657067.000,1481.488179
657087.000,1417.203595
657107.000,1364.319644
657127.000,1324.220298
657147.000,1298.101985
657167.000,1286.820772
657187.000,1290.763437
657207.000,1309.783708
657227.000,1343.226171
657247.000,1390.029561
657267.000,1448.873858
657287.000,1518.329425
657307.000,1596.978228
657327.000,1683.494857
657347.000,1776.690051
657367.000,1875.525825
657387.000,1979.112638
657407.000,2086.696686
657427.000,2197.643175
657447.000,2311.418924
657461.417,2394.933374
695200.931,2385.311931
695220.000,2371.584268
695240.000,2364.739257
695260.000,2365.702286
695280.000,2374.470616
695289.418,2381.281937
700950.571,2396.706303
700970.000,2269.206672
700990.000,2138.824822
701010.000,2009.552482
701030.000,1881.683107
701050.000,1755.587823
701070.000,1631.742121
701090.000,1510.762893
701110.000,1393.459588
701130.000,1280.903842
701150.000,1174.520746
701170.000,1076.199023
701190.000,988.400063
701210.000,914.207972
701230.000,857.203185
701250.000,821.004526
701270.000,808.431950
701290.000,820.581104
701310.000,856.398613
701330.000,913.091872
701350.000,987.050547
701370.000,1074.689550
701390.000,1172.914490
701410.000,1279.253026
701430.000,1391.807003
701450.000,1509.143894
701470.000,1630.186447
701490.000,1754.121032
701510.000,1880.327661
701530.000,2008.328523
701550.000,2137.750743
701570.000,2268.299519
701585.364,2369.203144
707090.440,2394.207113
707110.000,2351.064353
707130.000,2314.555813
707150.000,2286.115379
707170.000,2266.056184
707190.000,2254.607267
707210.000,2251.901313
707230.000,2257.967084
707250.000,2272.727732
707270.000,2296.005033
707290.000,2327.529262
707310.000,2366.953131
707318.235,2385.387746
735859.939,2379.641927
735879.000,2301.018929
735899.000,2224.112001
735919.000,2153.573685
735939.000,2090.085818
735959.000,2034.342127
735979.000,1987.024349
735999.000,1948.772117
736019.000,1920.148778
736039.000,1901.606092
736059.000,1893.452490
736079.000,1895.829402
736099.000,1908.700067
736119.000,1931.852645
736139.000,1964.916970
736159.000,2007.392215
736179.000,2058.680705
736199.000,2118.123263
736219.000,2185.031855
736239.000,2258.717202
736259.000,2338.509936
736272.647,2396.135838
741707.669,2368.688868
741727.000,2244.565596
741747.000,2117.377921
741767.000,1991.734689
741787.000,1868.005941
741807.000,1746.656076
741827.000,1628.273418
741847.000,1513.609235
741867.000,1403.628108
741887.000,1299.570041
741907.000,1203.020263
741927.000,1115.972296
741947.000,1040.850530
741967.000,980.431214
741987.000,937.583956
742007.000,914.795061
742027.000,913.570917
742047.000,933.990884
742067.000,974.681238
742087.000,1033.227921
742107.000,1106.772326
742127.000,1192.509057
742147.000,1287.967467
742167.000,1391.106062
742187.000,1500.297363
742207.000,1614.266947
742227.000,1732.023338
742247.000,1852.794680
742267.000,1975.977033
742287.000,2101.094178
742307.000,2227.767113
742327.000,2355.691142
742333.295,2396.170061
785809.365,2395.941454
785829.000,2271.961485
785849.000,2147.039029
785869.000,2023.810044
785889.000,1902.666503
785909.000,1784.095651
785929.000,1668.707611
785949.000,1557.270619
785969.000,1450.754567
785989.000,1350.381576
786009.000,1257.677848
786029.000,1174.511773
786049.000,1103.089110
786069.000,1045.859170
786089.000,1005.282316
786109.000,983.447358
786129.000,981.622107
786149.000,999.923422
786169.000,1037.285010
786189.000,1091.742316
786209.000,1160.875414
786229.000,1242.213949
786249.000,1333.498795
786269.000,1432.798361
786289.000,1538.526271
786309.000,1649.408572
786329.000,1764.433078
786349.000,1882.798012
786369.000,2003.867011
786389.000,2127.132414
786409.000,2252.186357
786427.427,2368.703719
791853.358,2396.398226
791873.000,2306.530549
791893.000,2220.044392
791913.000,2139.274132
791933.000,2064.926259
791953.000,1997.750304
791973.000,1938.520666
791993.000,1888.010035
792013.000,1846.954204
792033.000,1816.010219
792053.000,1795.711647
792073.000,1786.427163
792093.000,1788.328989
792113.000,1801.377258
792133.000,1825.323639
792153.000,1859.733185
792173.000,1904.020209
792193.000,1957.491844
792213.000,2019.392263
792233.000,2088.942534
792253.000,2165.372741
792273.000,2247.945606
792293.000,2335.971703
792302.243,2378.317824
820885.319,2388.273992
820905.000,2370.248624
820925.000,2360.075873
820945.000,2358.227004
820965.000,2364.726307
820985.000,2379.506366
820997.231,2392.562640
826555.712,2369.510302
826575.000,2243.145879
826595.000,2113.071772
826615.000,1984.222858
826635.000,1856.916631
826655.000,1731.555312
826675.000,1608.654881
826695.000,1488.885117
826715.000,1373.124375
826735.000,1262.532944
826755.000,1158.646484
826775.000,1063.482769
826795.000,979.633405
826815.000,910.270387
826835.000,858.942302
826855.000,829.027902
826875.000,822.877235
826895.000,841.012200
826915.000,881.926097
826935.000,942.638827
826955.000,1019.593645
826975.000,1109.383687
826995.000,1209.116113
827015.000,1316.492729
827035.000,1429.748741
827055.000,1547.547874
827075.000,1668.880437
827095.000,1792.979723
827115.000,1919.258293
827135.000,2047.261026
827155.000,2176.630972
827175.000,2307.084612
827188.681,2396.824177
832770.359,2377.619303
832790.000,2335.930423
832810.000,2300.742342
832830.000,2273.229671
832850.000,2253.678455
832870.000,2242.298238
832890.000,2239.211316
832910.000,2244.446003
832930.000,2257.934992
832950.000,2279.518818
832970.000,2308.954288
832990.000,2345.926491
833009.329,2388.470308
870685.963,2394.557338
870705.000,2288.885061
870725.000,2180.727226
870745.000,2076.005247
870765.000,1975.320160
870785.000,1879.373787
870805.000,1788.979673
870825.000,1705.069646
870845.000,1628.691919
870865.000,1560.994788
870885.000,1503.189802
870905.000,1456.488892
870925.000,1422.015041
870945.000,1400.694149
870965.000,1393.147018
870985.000,1399.607121
871005.000,1419.887662
871025.000,1453.408579
871045.000,1499.274783
871065.000,1556.382648
871085.000,1623.528988
871105.000,1699.502797
871125.000,1783.150694
871145.000,1873.416268
871165.000,1969.358072
871185.000,2070.152780
871205.000,2175.089328
871225.000,2283.558285
871240.511,2369.782021
876665.352,2397.022994
876685.000,2283.445454
876705.000,2170.614424
876725.000,2061.098709
876745.000,1955.507031
876765.000,1854.559443
876785.000,1759.102949
876805.000,1670.123837
876825.000,1588.751888
876845.000,1516.249495
876865.000,1453.976623
876885.000,1403.323004
876905.000,1365.603527
876925.000,1341.924276
876945.000,1333.041905
876965.000,1339.252209
876985.000,1360.343193
877005.000,1395.628708
877025.000,1444.050960
877045.000,1504.319024
877065.000,1575.046058
877085.000,1654.859799
877105.000,1742.476732
877125.000,1836.742091
877145.000,1936.644234
877165.000,2041.312423
877185.000,2150.005405
877205.000,2262.096167
877224.435,2373.770757
911429.032,2371.703659
911449.000,2247.643590
911469.000,2125.207380
911489.000,2004.992263
911509.000,1887.482537
911529.000,1773.274884
911549.000,1663.107069
911569.000,1557.891904
911589.000,1458.754630
911609.000,1367.068427
911629.000,1284.476330
911649.000,1212.879387
911669.000,1154.361359
911689.000,1111.020197
911709.000,1084.698362
911729.000,1076.658290
911749.000,1087.310522
911769.000,1116.116701
911789.000,1161.716161
911809.000,1222.212911
911829.000,1295.497811
911849.000,1379.505388
911869.000,1472.368216
911889.000,1572.481425
911909.000,1678.508356
911929.000,1789.355721
911949.000,1904.137370
911969.000,2022.137179
911989.000,2142.775768
912009.000,2265.582572
912029.000,2390.173244
912030.099,2397.065047
917485.345,2371.517353
917505.000,2279.491398
917525.000,2190.440729
917545.000,2106.637480
917565.000,2028.764759
917585.000,1957.560088
917605.000,1893.801968
917625.000,1838.287761
917645.000,1791.802190
917665.000,1755.076684
917685.000,1728.742608
917705.000,1713.283516
917725.000,1708.994010
917745.000,1715.952408
917765.000,1734.013010
917785.000,1762.819777
917805.000,1801.838210
917825.000,1850.399218
917845.000,1907.747391
917865.000,1973.086508
917885.000,2045.617868
917905.000,2124.569174
917925.000,2209.214137
917945.000,2298.883746
917965.000,2392.971237
917965.033,2393.129427
955593.386,2391.954047
955613.000,2312.712170
955633.000,2237.234771
955653.000,2167.732354
955673.000,2104.835081
955693.000,2049.186514
955713.000,2001.423475
955733.000,1962.150420
955753.000,1931.909921
955773.000,1911.151475
955793.000,1900.202377
955813.000,1899.244386
955833.000,1908.300253
955853.000,1927.232186
955873.000,1955.752418
955893.000,1993.444330
955913.000,2039.790448
955933.000,2094.203491
955953.000,2156.056453
955973.000,2224.709321
955993.000,2299.530619
956011.345,2373.066122
961497.336,2397.036100
961517.000,2271.105316
961537.000,2144.345913
961557.000,2019.233159
961577.000,1896.154338
961597.000,1775.593018
961617.000,1658.157989
961637.000,1544.620729
961657.000,1435.962595
961677.000,1333.431083
961697.000,1238.599762
961717.000,1153.416651
961737.000,1080.208756
961757.000,1021.589443
961777.000,980.207504
961797.000,958.317689
961817.000,957.267810
961837.000,977.125225
961857.000,1016.656916
961877.000,1073.675255
961897.000,1145.548637
961917.000,1229.645755
961937.000,1323.604779
961957.000,1425.439055
961977.000,1533.539526
961997.000,1646.628880
962017.000,1763.701921
962037.000,1883.968545
962057.000,2006.805577
962077.000,2131.718372
962097.000,2258.311114
962114.585,2370.749069
996329.676,2375.255070
996349.000,2271.304635
996369.000,2167.282121
996389.000,2067.475021
996409.000,1972.574061
996429.000,1883.369486
996449.000,1800.753764
996469.000,1725.716018
996489.000,1659.323448
996509.000,1602.685393
996529.000,1556.896560
996549.000,1522.960375
996569.000,1501.699391
996589.000,1493.667760
996609.000,1499.084869
996629.000,1517.807328
996649.000,1549.347581
996669.000,1592.933632
996689.000,1647.593767
996709.000,1712.247074
996729.000,1785.783611
996749.000,1867.125416
996769.000,1955.266626
996789.000,2049.295197
996809.000,2148.400796
996829.000,2251.873511
996849.000,2359.097108
996855.901,2396.868937
1002274.406,2369.184334
1002294.000,2253.641929
1002314.000,2138.083757
1002334.000,2025.387419
1002354.000,1916.107426
1002374.000,1810.910015
1002394.000,1710.594003
1002414.000,1616.111438
1002434.000,1528.584026
1002454.000,1449.308225
1002474.000,1379.738472
1002494.000,1321.434827
1002514.000,1275.962869
1002534.000,1244.743495
1002554.000,1228.870380
1002574.000,1228.938116
1002594.000,1244.937008
1002614.000,1276.254299
1002634.000,1321.781818
1002654.000,1380.088746
1002674.000,1449.603853
1002694.000,1528.764950
1002714.000,1616.117735
1002734.000,1710.367170
1002754.000,1810.393564
1002774.000,1915.247078
1002794.000,2024.131013
1002814.000,2136.381064
1002834.000,2251.444437
1002854.000,2368.860790
1002858.431,2395.155387
1046343.805,2396.630030
1046363.000,2270.778329
1046383.000,2140.507921
1046403.000,2011.346854
1046423.000,1883.588240
1046443.000,1757.602614
1046463.000,1633.864481
1046483.000,1512.989106
1046503.000,1395.783302
1046523.000,1283.314467
1046543.000,1177.001001
1046563.000,1078.721356
1046583.000,990.921924
1046603.000,916.666845
1046623.000,859.514282
1046643.000,823.066214
1046663.000,810.142882
1046683.000,821.864468
1046703.000,857.219441
1046723.000,913.456906
1046743.000,986.994673
1046763.000,1074.259939
1046783.000,1172.159463
1046803.000,1278.216449
1046823.000,1390.526415
1046843.000,1507.650541
1046863.000,1628.506061
1046883.000,1752.274791
1046903.000,1878.333079
1046923.000,2006.200203
1046943.000,2135.500983
1046963.000,2265.938793
1046978.712,2369.053903
1052464.803,2394.743275
1052484.000,2343.376767
1052504.000,2297.058935
1052524.000,2258.548126
1052544.000,2228.263347
1052564.000,2206.553514
1052584.000,2193.679388
1052604.000,2189.798830
1052624.000,2194.957447
1052644.000,2209.085680
1052664.000,2232.003040
1052684.000,2263.428533
1052704.000,2302.996206
1052724.000,2350.273648
1052736.723,2384.144718
1081267.668,2380.460367
1081287.000,2305.762232
1081307.000,2234.463658
1081327.000,2169.876607
1081347.000,2112.650823
1081367.000,2063.429416
1081387.000,2022.823577
1081407.000,1991.383035
1081427.000,1969.565071
1081447.000,1957.705208
1081467.000,1955.993803
1081487.000,1964.461868
1081507.000,1982.978874
1081527.000,2011.262690
1081547.000,2048.899898
1081567.000,2095.373439
1081587.000,2150.093416
1081607.000,2212.427470
1081627.000,2281.727734
1081647.000,2357.352949
1081656.654,2395.934709
1087098.818,2368.715805
1087118.000,2244.677047
1087138.000,2116.471678
1087158.000,1989.688369
1087178.000,1864.676514
1087198.000,1741.876093
1087218.000,1621.847031
1087238.000,1505.308608
1087258.000,1393.191507
1087278.000,1286.704147
1087298.000,1187.411228
1087318.000,1097.312609
1087338.000,1018.890228
1087358.000,955.058039
1087378.000,908.920401
1087398.000,883.270382
1087418.000,879.907278
1087438.000,899.077034
1087458.000,939.387726
1087478.000,998.260076
1087498.000,1072.613811
1087518.000,1159.440622
1087538.000,1256.118506
1087558.000,1360.507337
1087578.000,1470.921834
1087598.000,1586.057271
1087618.000,1704.908858
1087638.000,1826.701265
1087658.000,1950.832440
1087678.000,2076.830721
1087698.000,2204.322790
1087718.000,2333.009911
1087727.778,2396.283668
1131204.657,2395.799333
1131224.000,2275.003099
1131244.000,2151.603601
1131264.000,2030.064593
1131284.000,1910.803301
1131304.000,1794.335490
1131324.000,1681.302457
1131344.000,1572.504531
1131364.000,1468.940896
1131384.000,1371.853200
1131404.000,1282.765601
1131424.000,1203.505154
1131444.000,1136.174808
1131464.000,1083.040472
1131484.000,1046.298687
1131504.000,1027.732709
1131524.000,1028.342477
1131544.000,1048.100920
1131564.000,1085.961376
1131584.000,1140.112375
1131604.000,1208.349489
1131624.000,1288.414501
1131644.000,1378.220628
1131664.000,1475.959672
1131684.000,1580.125617
1131704.000,1689.492574
1131724.000,1803.074354
1131744.000,1920.081027
1131764.000,2039.879453
1131784.000,2161.960214
1131804.000,2285.911001
1131817.224,2368.727054
1137239.546,2396.528392
1137259.000,2303.524405
1137279.000,2212.570698
1137299.000,2126.984932
1137319.000,2047.478593
1137339.000,1974.821183
1137359.000,1909.826128
1137379.000,1853.327388
1137399.000,1806.145859
1137419.000,1769.045923
1137439.000,1742.685410
1137459.000,1727.564634
1137479.000,1723.982790
1137499.000,1732.009627
1137519.000,1751.478480
1137539.000,1782.002374
1137559.000,1823.009388
1137579.000,1873.790261
1137599.000,1933.549969
1137619.000,2001.455625
1137639.000,2076.676242
1137659.000,2158.412144
1137679.000,2245.914513
1137699.000,2338.496205
1137707.164,2377.604593
1171950.276,2369.725987
1171970.000,2240.873029
1171990.000,2111.234759
1172010.000,1982.887023
1172030.000,1856.160014
1172050.000,1731.471561
1172070.000,1609.356749
1172090.000,1490.508437
1172110.000,1375.832156
1172130.000,1266.518512
1172150.000,1164.133348
1172170.000,1070.716695
1172190.000,988.859304
1172210.000,921.685504
1172230.000,872.624156
1172250.000,844.858129
1172270.000,840.511464
1172290.000,859.939523
1172310.000,901.596890
1172330.000,962.583350
1172350.000,1039.476588
1172370.000,1128.999525
1172390.000,1228.357530
1172410.000,1335.316836
1172430.000,1448.150960
1172450.000,1565.544539
1172470.000,1686.498118
1172490.000,1810.249028
1172510.000,1936.210437
1172530.000,2063.926022
1172550.000,2193.036782
1172570.000,2323.256810
1172581.247,2396.886518
1178135.492,2376.339735
1178155.000,2324.739156
1178175.000,2278.734982
1178195.000,2240.153482
1178215.000,2209.393565
1178235.000,2186.791729
