"Time (EpSec)","Range (km)"
742042.000,926.909731
742062.000,962.728127
742082.000,1017.071344
742102.000,1087.137944
742122.000,1170.074084
742142.000,1263.310533
742162.000,1364.696967
742182.000,1472.507160
742202.000,1585.385013
742222.000,1702.274665
742236.860,1791.225078
785907.835,1790.921791
785927.000,1680.082714
785947.000,1568.210678
785967.000,1461.152115
785987.000,1360.101545
786007.000,1266.552626
786027.000,1182.338722
786047.000,1109.634229
786067.000,1050.871930
786087.000,1008.526091
786107.000,984.743018
786127.000,980.891132
786147.000,997.209602
786167.000,1032.742043
786187.000,1085.594715
786207.000,1153.373142
786227.000,1233.597618
786247.000,1323.980536
786267.000,1422.555557
786287.000,1527.702737
786307.000,1638.119050
786327.000,1752.768510
786330.700,1774.376819
792068.436,1787.563663
792078.327,1785.838568
792088.219,1786.855503
826648.053,1774.848113
826668.000,1651.351988
826688.000,1530.398603
826708.000,1413.118930
826728.000,1300.564956
826748.000,1194.129201
826768.000,1095.648518
826788.000,1007.506471
826808.000,932.681160
826828.000,874.631958
826848.000,836.882863
826868.000,822.249724
826888.000,831.957350
826908.000,865.180391
826928.000,919.357276
826948.000,991.033856
826968.000,1076.690802
826988.000,1173.234808
827008.000,1278.161929
827028.000,1389.531797
827048.000,1505.870436
827068.000,1626.064416
827088.000,1749.270206
827094.839,1791.970246
870805.034,1788.830811
870825.000,1705.069650
870845.000,1628.691922
870865.000,1560.994792
870885.000,1503.189789
870905.000,1456.488898
870925.000,1422.015047
870945.000,1400.694136
870965.000,1393.147025
870985.000,1399.607128
871005.000,1419.887649
871025.000,1453.408585
871045.000,1499.274788
871065.000,1556.382639
871085.000,1623.528992
871105.000,1699.502800
871123.394,1776.175263
876778.044,1791.619227
876798.000,1700.462036
876818.000,1616.290310
876838.000,1540.532797
876858.000,1474.521201
876878.000,1419.644830
876898.000,1377.258850
876918.000,1348.558768
876938.000,1334.438480
876958.000,1335.364363
876978.000,1351.302509
876998.000,1381.723962
877018.000,1425.686312
877038.000,1481.963882
877058.000,1549.189040
877078.000,1625.974122
877098.000,1710.998401
877112.956,1779.239287
911528.341,1776.976294
911548.000,1668.506214
911568.000,1563.018611
911588.000,1463.547028
911608.000,1371.451522
911628.000,1288.361527
911648.000,1216.166348
911668.000,1156.943746
911688.000,1112.796548
911708.000,1085.587658
911728.000,1076.615887
911748.000,1086.338571
911768.000,1114.263514
911788.000,1159.065250
911808.000,1218.866651
911828.000,1291.562360
911848.000,1375.080195
911868.000,1467.540648
911888.000,1567.325243
911908.000,1673.084339
911928.000,1783.713295
911929.473,1792.025769
917650.996,1779.735507
917670.000,1747.497208
917690.000,1723.843286
917710.000,1711.157109
917730.000,1709.681017
917750.000,1719.437217
917770.000,1740.225394
917790.000,1771.641250
917797.272,1785.590319
961594.234,1792.098533
961614.000,1675.545733
961634.000,1561.366973
961654.000,1451.904628
961674.000,1348.362430
961694.000,1252.261409
961714.000,1165.491559
961734.000,1090.325831
961754.000,1029.346184
961774.000,985.219470
961794.000,960.292236
961814.000,956.078531
961834.000,972.849119
961854.000,1009.551387
961874.000,1064.109395
961894.000,1133.926233
961914.000,1216.348805
961934.000,1308.964743
961954.000,1409.729152
961974.000,1516.978570
961994.000,1629.389642
962014.000,1745.920163
962019.074,1776.039425
996454.067,1780.985484
996474.000,1708.264415
996494.000,1644.205909
996514.000,1590.179655
996534.000,1547.265396
996554.000,1516.429975
996574.000,1498.436569
996594.000,1493.760597
996614.000,1502.531603
996634.000,1524.516615
996654.000,1559.150052
996674.000,1605.601498
996694.000,1662.863640
996714.000,1729.841441
996730.356,1791.063750
1002380.995,1775.222045
1002400.000,1681.589078
1002420.000,1589.067279
1002440.000,1503.871441
1002460.000,1427.348537
1002480.000,1360.992169
1002500.000,1306.376904
1002520.000,1265.042768
1002540.000,1238.332203
1002560.000,1227.205205
1002580.000,1232.081818
1002600.000,1252.765980
1002620.000,1288.481038
1002640.000,1338.002355
1002660.000,1399.838752
1002680.000,1472.408244
1002700.000,1554.172926
1002720.000,1643.722770
1002740.000,1739.814880
1002749.967,1789.807300
1046437.541,1791.788371
1046457.000,1670.716512
1046477.000,1548.907466
1046497.000,1430.502122
1046517.000,1316.481211
1046537.000,1208.147065
1046557.000,1107.228064
1046577.000,1015.990684
1046597.000,937.315961
1046617.000,874.643478
1046637.000,831.633392
1046657.000,811.442551
1046677.000,815.780152
1046697.000,844.270229
1046717.000,894.600136
1046737.000,963.336087
1046757.000,1046.834736
1046777.000,1141.832254
1046797.000,1245.666170
1046817.000,1356.270278
1046837.000,1472.078083
1046857.000,1591.910594
1046877.000,1714.878551
1046886.541,1774.439605
1087192.688,1774.244908
1087212.000,1657.525529
1087232.000,1539.852965
1087252.000,1426.296653
1087272.000,1317.973890
1087292.000,1216.333832
1087312.000,1123.238491
1087332.000,1041.024370
1087352.000,972.490525
1087372.000,920.724696
1087392.000,888.680708
1087412.000,878.528120
1087432.000,891.014285
1087452.000,925.212323
1087472.000,978.829940
1087492.000,1048.866866
1087512.000,1132.248057
1087532.000,1226.217447
1087552.000,1328.489402
1087572.000,1437.248916
1087592.000,1551.085737
1087612.000,1668.913113
1087632.000,1789.893436
1087632.240,1791.358919
1131304.629,1790.725921
1131324.000,1681.302454
1131344.000,1572.504527
1131364.000,1468.940892
1131384.000,1371.853208
1131404.000,1282.765598
1131424.000,1203.505151
1131444.000,1136.174817
1131464.000,1083.040465
1131484.000,1046.298693
1131504.000,1027.732702
1131524.000,1028.342484
1131544.000,1048.100913
1131564.000,1085.961382
1131584.000,1140.112370
1131604.000,1208.349485
1131624.000,1288.414507
1131644.000,1378.220626
1131664.000,1475.959670
1131684.000,1580.125616
1131704.000,1689.492573
1131719.026,1774.478606
1137407.379,1789.334084
1137427.000,1757.180923
1137447.000,1735.266668
1137467.000,1724.738005
1137487.000,1725.804592
1137507.000,1738.441154
1137527.000,1762.389802
1137540.410,1784.556859
1172042.969,1775.043670
1172062.000,1657.853590
1172082.000,1537.603345
1172102.000,1421.133185
1172122.000,1309.509797
1172142.000,1204.137174
1172162.000,1106.854141
1172182.000,1020.025792
1172202.000,946.575597
1172222.000,889.857186
1172242.000,853.239426
1172262.000,839.372361
1172282.000,849.375457
1172302.000,882.431360
1172322.000,936.085885
1172342.000,1007.028896
1172362.000,1091.866246
1172382.000,1187.589367
1172402.000,1291.741750
1172422.000,1402.404556
1172442.000,1518.110005
1172462.000,1637.742811
1172482.000,1760.453889
1172487.079,1792.022360
1216208.874,1788.382113
1216228.000,1714.696589
1216248.000,1645.578541
1216268.000,1585.657258
1216288.000,1536.043980
1216308.000,1497.793237
1216328.000,1471.815728
1216348.000,1458.786185
1216368.000,1459.064645
1216388.000,1472.650688
1216408.000,1499.183861
1216428.000,1537.989978
1216448.000,1588.160078
1216468.000,1648.642633
1216488.000,1718.330287
1216503.174,1776.669985
1222164.249,1791.752199
1222184.000,1696.511878
1222204.000,1606.659532
1222224.000,1524.647172
1222244.000,1451.841760
1222264.000,1389.723971
1222284.000,1339.808571
1222304.000,1303.519312
1222324.000,1282.028257
1222344.000,1276.090709
1222364.000,1285.922370
1222384.000,1311.161906
1222404.000,1350.932764
1222424.000,1403.981441
1222444.000,1468.845556
1222464.000,1544.007530
1222484.000,1628.008516
1222504.000,1719.516937
1222516.236,1778.694014
1256928.200,1777.383597
1256948.000,1671.438250
1256968.000,1569.756753
1256988.000,1474.592071
1257008.000,1387.334266
1257028.000,1309.609106
1257048.000,1243.245276
1257068.000,1190.178418
1257088.000,1152.273995
1257108.000,1131.076785
1257128.000,1127.540754
1257148.000,1141.833267
1257168.000,1173.298366
1257188.000,1220.596924
1257208.000,1281.959254
1257228.000,1355.452659
1257248.000,1439.191028
1257268.000,1531.461698
1257288.000,1630.780484
1257308.000,1735.898545
1257318.308,1791.997335
1263015.237,1778.607695
1263035.000,1730.218864
1263055.000,1691.218480
1263075.000,1662.959415
1263095.000,1646.000224
1263115.000,1640.691482
1263135.000,1647.140837
1263155.000,1665.201596
1263175.000,1694.487692
1263195.000,1734.411248
1263215.000,1784.234795
1263215.869,1786.611895
1306984.903,1792.097683
1307004.000,1677.624722
1307024.000,1561.118202
1307044.000,1448.949275
1307064.000,1342.262232
1307084.000,1242.523743
1307104.000,1151.590954
1307124.000,1071.753259
1307144.000,1005.696278
1307164.000,956.312394
1307184.000,926.295812
1307204.000,917.563267
1307224.000,930.718121
1307244.000,964.860164
1307264.000,1017.865661
1307284.000,1086.957112
1307304.000,1169.258827
1307324.000,1262.156553
1307344.000,1363.449290
1307364.000,1471.363998
1307384.000,1584.505197
1307404.000,1701.785457
1307416.324,1775.737952
1341863.097,1781.727506
1341883.000,1717.250124
1341903.000,1661.952366
1341923.000,1617.175672
1341943.000,1583.836727
1341963.000,1562.686447
1341983.000,1554.235388
1342003.000,1558.697130
1342023.000,1575.963216
1342043.000,1605.616091
1342063.000,1646.976903
1342083.000,1699.175960
1342103.000,1761.230256
1342111.629,1790.788602
1347765.969,1774.964971
1347785.000,1676.975120
1347805.000,1579.510532
1347825.000,1488.829417
1347845.000,1406.282418
1347865.000,1333.414406
1347885.000,1271.918073
1347905.000,1223.531404
1347925.000,1189.870214
1347945.000,1172.211900
1347965.000,1171.281231
1347985.000,1187.110906
1348005.000,1219.034637
1348025.000,1265.815386
1348045.000,1325.855930
1348065.000,1397.417770
1348085.000,1478.794624
1348105.000,1568.421422
1348125.000,1664.925328
1348145.000,1767.136533
1348149.363,1790.093241
1391831.278,1791.694301
1391851.000,1669.454709
1391871.000,1548.200390
1391891.000,1430.428106
1391911.000,1317.134192
1391931.000,1209.637873
1391951.000,1109.683064
1391971.000,1019.544511
1391991.000,942.093429
1392011.000,880.726117
1392031.000,839.013464
1392051.000,819.984559
1392071.000,825.223177
1392091.000,854.285138
1392111.000,904.870114
1392131.000,973.612713
1392151.000,1056.952496
1392171.000,1151.695607
1392191.000,1255.228564
1392211.000,1365.515713
1392231.000,1481.008084
1392251.000,1600.535949
1392271.000,1723.214406
1392279.214,1774.346221
1432583.627,1774.260394
1432603.000,1655.864072
1432623.000,1536.651771
1432643.000,1421.325150
1432663.000,1310.964424
1432683.000,1206.984266
1432703.000,1111.225515
1432723.000,1026.036281
1432743.000,954.289029
1432763.000,899.237073
1432783.000,864.098248
1432803.000,851.352607
1432823.000,861.994319
1432843.000,895.180061
1432863.000,948.528100
1432883.000,1018.850359
1432903.000,1102.872729
1432923.000,1197.678568
1432943.000,1300.871739
1432963.000,1410.568972
1432983.000,1525.321470
1433003.000,1644.022869
1433023.000,1765.827250
1433027.160,1791.487835
1476702.020,1790.509507
1476722.000,1680.786587
1476742.000,1575.619464
1476762.000,1476.173225
1476782.000,1383.735581
1476802.000,1299.853179
1476822.000,1226.329448
1476842.000,1165.168549
1476862.000,1118.436016
1476882.000,1088.021169
1476902.000,1075.330185
1476922.000,1081.000011
1476942.000,1104.752265
1476962.000,1145.459159
1476982.000,1201.387859
1477002.000,1270.512836
1477022.000,1350.787297
1477042.000,1440.321164
1477062.000,1537.466605
1477082.000,1640.837846
1477102.000,1749.294283
1477106.553,1774.595948
1482776.757,1790.039576
1482796.000,1744.027930
1482816.000,1706.442182
1482836.000,1679.992453
1482856.000,1665.218236
1482876.000,1662.434191
1482896.000,1671.698115
1482916.000,1692.804711
1482936.000,1725.306815
1482956.000,1768.558863
1482961.934,1783.345849
1517438.491,1775.266075
1517458.000,1656.187941
1517478.000,1537.236997
1517498.000,1422.293359
1517518.000,1312.467507
1517538.000,1209.209437
1517558.000,1114.397696
1517578.000,1030.413360
1517598.000,960.142847
1517618.000,906.813345
1517638.000,873.557463
1517658.000,862.713887
1517678.000,875.119810
1517698.000,909.818245
1517718.000,964.390617
1517738.000,1035.677088
1517758.000,1120.462795
1517778.000,1215.892739
1517798.000,1319.621278
1517818.000,1429.801723
1517838.000,1545.009999
1517858.000,1664.155689
1517878.000,1786.402854
1517878.916,1792.062542
1561614.699,1787.843611
1561634.000,1721.352141
1561654.000,1661.046461
1561674.000,1610.491562
1561694.000,1570.659433
1561714.000,1542.406324
1561734.000,1526.395284
1561754.000,1523.026857
1561774.000,1532.393238
1561794.000,1554.267372
1561814.000,1588.130241
1561834.000,1633.228916
1561854.000,1688.651176
1561874.000,1753.401718
1561880.770,1777.252334
1567551.278,1791.859235
1567571.000,1692.313662
1567591.000,1597.420563
1567611.000,1509.813890
1567631.000,1430.873595
1567651.000,1362.143674
1567671.000,1305.269089
1567691.000,1261.878846
1567711.000,1233.415060
1567731.000,1220.933009
1567751.000,1224.924841
1567771.000,1245.228206
1567791.000,1281.056925
1567811.000,1331.140644
1567831.000,1393.920667
1567851.000,1467.740716
1567871.000,1550.992866
1567891.000,1642.207240
1567911.000,1740.092999
1567918.480,1778.188248
1602328.856,1777.844700
1602348.000,1678.903844
1602368.000,1581.232199
1602388.000,1490.552964
1602408.000,1408.263713
1602428.000,1335.957641
1602448.000,1275.370751
1602468.000,1228.269379
1602488.000,1196.271637
1602508.000,1180.623012
1602528.000,1181.982065
1602548.000,1200.292403
1602568.000,1234.794096
1602588.000,1284.169923
1602608.000,1346.765900
1602628.000,1420.811413
1602648.000,1504.588000
1602668.000,1596.531492
1602688.000,1695.277219
1602706.549,1791.927490
1608386.671,1777.758458
1608406.000,1719.258092
1608426.000,1667.998377
1608446.000,1627.062872
1608466.000,1597.256840
1608486.000,1579.216533
1608506.000,1573.347359
1608526.000,1579.780225
1608546.000,1598.356537
1608566.000,1628.645802
1608586.000,1669.991103
1608606.000,1721.571988
1608626.000,1782.472177
1608627.498,1787.381403
1652376.007,1792.083818
1652396.000,1670.739663
1652416.000,1552.579814
1652436.000,1438.505821
1652456.000,1329.627559
1652476.000,1227.383943
1652496.000,1133.623739
1652516.000,1050.668339
1652536.000,981.303801
1652556.000,928.615463
1652576.000,895.577363
1652596.000,884.410458
1652616.000,895.938614
1652636.000,929.313426
1652656.000,982.297437
1652676.000,1051.910895
1652696.000,1135.071038
1652716.000,1228.998566
1652736.000,1331.379817
1652756.000,1440.373083
1652776.000,1554.545219
1652796.000,1672.790869
1652812.935,1775.462118
1687274.847,1782.589789
1687294.000,1729.609756
1687314.000,1684.151011
1687334.000,1649.615067
1687354.000,1626.717129
1687374.000,1615.965821
1687394.000,1617.611542
1687414.000,1631.619372
1687434.000,1657.672958
1687454.000,1695.208715
1687474.000,1743.471962
1687490.387,1790.397918
1693151.948,1774.733659
1693171.000,1672.895700
1693191.000,1571.036438
1693211.000,1475.442158
1693231.000,1387.449187
1693251.000,1308.628362
1693271.000,1240.760456
1693291.000,1185.753331
1693311.000,1145.480174
1693331.000,1121.540816
1693351.000,1114.991583
1693371.000,1126.131806
1693391.000,1154.437977
1693411.000,1198.676204
1693431.000,1257.141258
1693451.000,1327.925706
1693471.000,1409.140139
1693491.000,1499.052505
1693511.000,1596.152685
1693531.000,1699.165378
1693547.954,1790.326220
1737225.432,1791.586996
1737245.000,1671.046835
1737265.000,1550.647830
1737285.000,1433.849308
1737305.000,1321.667845
1737325.000,1215.442444
1737345.000,1116.931104
1737365.000,1028.406798
1737385.000,952.706336
1737405.000,893.138590
1737425.000,853.123298
1737445.000,835.498223
1737465.000,841.684034
1737485.000,871.175879
1737505.000,921.731821
1737525.000,990.114459
1737545.000,1072.897530
1737565.000,1166.991671
1737585.000,1269.851497
1737605.000,1379.480332
1737625.000,1494.348830
1737645.000,1613.295341
1737665.000,1735.436659
1737671.271,1774.282331
1777975.207,1774.305005
1777995.000,1652.357061
1778015.000,1532.046734
1778035.000,1415.464838
1778055.000,1303.667502
1778075.000,1198.047936
1778095.000,1100.436105
1778115.000,1013.194319
1778135.000,939.256020
1778155.000,882.005078
1778175.000,844.863332
1778195.000,830.545251
1778215.000,840.219878
1778235.000,873.081180
1778255.000,926.647760
1778275.000,997.564241
1778295.000,1082.394091
1778315.000,1178.098989
1778335.000,1282.205523
1778355.000,1392.787310
1778375.000,1508.374712
1778395.000,1627.853643
1778415.000,1750.377624
1778421.638,1791.602088
1822100.063,1790.289239
1822120.000,1684.299704
1822140.000,1583.080175
1822160.000,1488.067728
1822180.000,1400.577704
1822200.000,1322.152386
1822220.000,1254.536806
1822240.000,1199.598877
1822260.000,1159.175041
1822280.000,1134.842947
1822300.000,1127.662674
1822320.000,1137.969104
1822340.000,1165.300729
1822360.000,1208.498091
1822380.000,1265.926484
1822400.000,1335.734120
1822420.000,1416.068776
1822440.000,1505.218770
1822460.000,1601.681876
1822480.000,1704.182543
1822493.230,1774.777265
1828152.709,1790.497042
1828172.000,1733.578949
1828192.000,1684.243771
1828212.000,1645.652826
1828232.000,1618.589495
1828252.000,1603.646700
1828272.000,1601.167348
1828292.000,1611.206783
1828312.000,1633.526519
1828332.000,1667.620572
1828352.000,1712.767968
1828372.000,1768.099693
1828376.669,1782.382560
1862834.626,1775.515419
1862854.000,1658.581050
1862874.000,1541.192367
1862894.000,1428.063310
1862914.000,1320.345781
1862934.000,1219.528482
1862954.000,1127.514270
1862974.000,1046.673127
1862994.000,979.814167
1863014.000,929.989987
1863034.000,900.057134
1863054.000,892.033375
1863074.000,906.503628
1863094.000,942.425557
1863114.000,997.468842
1863134.000,1068.660126
1863154.000,1152.983191
1863174.000,1247.744604
1863194.000,1350.711221
1863214.000,1460.106925
1863234.000,1574.548330
1863254.000,1692.966401
1863270.342,1792.096817
1907023.272,1787.204571
1907043.000,1728.851798
1907063.000,1679.018673
1907083.000,1639.455775
1907103.000,1610.945021
1907123.000,1594.099635
1907143.000,1589.305367
1907163.000,1596.680185
1907183.000,1616.061597
1907203.000,1647.024609
1907223.000,1688.926181
1907243.000,1740.965855
1907255.407,1777.953378
